2,"SELECT     Genre.Name as genre, MediaType.Name as mediatype FROM chinook.Track INNER JOIN chinook.Genre  on chinook.Track.GenreId=chinook.Genre.GenreId INNER JOIN chinook.MediaType on chinook.Track.MediaTypeId=chinook.MediaType.MediaTypeId"
2019-04-24 01:52:00,1
2019-04-24 01:53:00,1
