25,"SELECT TOP #  p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z,  p.run, p.rerun, p.camcol, p.field,  s.specobjid, s.class, s.z as redshift,  s.plate, s.mjd, s.fiberid FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.u BETWEEN # AND #  AND g BETWEEN # AND #"
2019-04-24 06:06:00,1
2019-04-24 09:50:00,1
2019-04-24 09:53:00,2
2019-04-24 09:55:00,1
2019-04-24 09:57:00,1
2019-04-24 10:01:00,1
2019-04-24 10:19:00,1
2019-04-24 10:24:00,1
2019-04-24 11:05:00,3
2019-04-24 11:06:00,1
2019-04-24 11:07:00,1
2019-04-24 11:23:00,1
2019-04-24 13:26:00,1
2019-04-24 16:47:00,1
2019-04-24 17:12:00,1
2019-04-24 17:17:00,1
2019-04-24 17:28:00,1
2019-04-24 17:29:00,1
2019-04-24 17:31:00,1
2019-04-24 17:33:00,1
2019-04-24 17:38:00,1
2019-04-24 17:48:00,1
