126,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-04-24 05:44:00,1
2019-04-24 06:03:00,2
2019-04-24 06:09:00,3
2019-04-24 07:31:00,2
2019-04-24 07:37:00,1
2019-04-24 07:51:00,1
2019-04-24 08:10:00,1
2019-04-24 08:31:00,1
2019-04-24 10:25:00,1
2019-04-24 10:41:00,1
2019-04-24 11:04:00,1
2019-04-24 11:05:00,1
2019-04-24 11:06:00,2
2019-04-24 11:29:00,1
2019-04-24 13:02:00,2
2019-04-24 13:03:00,1
2019-04-24 13:04:00,1
2019-04-24 13:05:00,2
2019-04-24 13:06:00,2
2019-04-24 13:07:00,1
2019-04-24 13:08:00,1
2019-04-24 13:10:00,1
2019-04-24 13:14:00,1
2019-04-24 13:15:00,1
2019-04-24 13:17:00,1
2019-04-24 13:18:00,1
2019-04-24 13:19:00,2
2019-04-24 13:21:00,1
2019-04-24 13:22:00,1
2019-04-24 13:24:00,1
2019-04-24 13:25:00,1
2019-04-24 13:26:00,3
2019-04-24 13:28:00,1
2019-04-24 13:29:00,5
2019-04-24 13:30:00,2
2019-04-24 13:32:00,1
2019-04-24 13:33:00,2
2019-04-24 13:35:00,1
2019-04-24 13:37:00,1
2019-04-24 13:43:00,2
2019-04-24 13:45:00,5
2019-04-24 13:46:00,1
2019-04-24 13:47:00,4
2019-04-24 13:48:00,1
2019-04-24 13:50:00,1
2019-04-24 13:51:00,1
2019-04-24 13:52:00,1
2019-04-24 13:54:00,2
2019-04-24 13:55:00,2
2019-04-24 13:57:00,1
2019-04-24 13:58:00,1
2019-04-24 13:59:00,2
2019-04-24 14:03:00,1
2019-04-24 14:05:00,2
2019-04-24 14:07:00,3
2019-04-24 14:08:00,1
2019-04-24 14:09:00,2
2019-04-24 14:11:00,1
2019-04-24 14:13:00,2
2019-04-24 14:17:00,2
2019-04-24 14:18:00,1
2019-04-24 14:19:00,1
2019-04-24 14:21:00,1
2019-04-24 14:22:00,1
2019-04-24 14:23:00,2
2019-04-24 14:24:00,1
2019-04-24 14:25:00,1
2019-04-24 14:27:00,2
2019-04-24 14:31:00,1
2019-04-24 14:33:00,1
2019-04-24 14:34:00,2
2019-04-24 14:37:00,1
2019-04-24 14:39:00,1
2019-04-24 14:40:00,1
2019-04-24 14:41:00,1
2019-04-24 14:43:00,3
2019-04-24 14:45:00,3
2019-04-24 15:08:00,1
2019-04-24 18:10:00,1
2019-04-24 18:12:00,1
2019-04-24 18:28:00,2
2019-04-24 20:10:00,1
2019-04-24 20:18:00,1
2019-04-24 20:21:00,1
