4,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.plate, s.mjd, s.fiberid from photoobj p, specobj s where p.objid=s.bestobjid and (s.class = &&&)"
2019-04-24 03:13:00,1
2019-04-24 03:15:00,1
2019-04-24 03:43:00,1
2019-04-24 23:19:00,1
