274,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-04-24 11:03:00,2
2019-04-24 11:05:00,1
2019-04-24 11:06:00,2
2019-04-24 11:07:00,1
2019-04-24 11:08:00,1
2019-04-24 11:09:00,1
2019-04-24 11:10:00,1
2019-04-24 11:11:00,1
2019-04-24 11:12:00,1
2019-04-24 11:13:00,1
2019-04-24 11:14:00,2
2019-04-24 11:15:00,5
2019-04-24 11:16:00,1
2019-04-24 11:17:00,1
2019-04-24 11:18:00,1
2019-04-24 11:21:00,1
2019-04-24 11:24:00,10
2019-04-24 11:25:00,2
2019-04-24 11:26:00,1
2019-04-24 11:28:00,1
2019-04-24 11:29:00,1
2019-04-24 11:33:00,1
2019-04-24 11:34:00,1
2019-04-24 11:37:00,1
2019-04-24 11:38:00,1
2019-04-24 11:39:00,1
2019-04-24 11:41:00,1
2019-04-24 11:43:00,1
2019-04-24 11:46:00,1
2019-04-24 11:54:00,3
2019-04-24 12:04:00,1
2019-04-24 12:12:00,3
2019-04-24 12:13:00,1
2019-04-24 12:24:00,4
2019-04-24 12:34:00,1
2019-04-24 12:42:00,1
2019-04-24 12:51:00,1
2019-04-24 12:57:00,1
2019-04-24 13:05:00,1
2019-04-24 13:13:00,1
2019-04-24 13:23:00,1
2019-04-24 13:32:00,1
2019-04-24 13:35:00,1
2019-04-24 13:39:00,1
2019-04-24 13:41:00,1
2019-04-24 13:49:00,1
2019-04-24 13:53:00,1
2019-04-24 13:57:00,1
2019-04-24 14:05:00,1
2019-04-24 14:08:00,1
2019-04-24 14:13:00,1
2019-04-24 14:16:00,4
2019-04-24 14:23:00,2
2019-04-24 14:24:00,2
2019-04-24 14:30:00,1
2019-04-24 14:33:00,1
2019-04-24 14:36:00,1
2019-04-24 14:41:00,1
2019-04-24 14:46:00,1
2019-04-24 14:51:00,1
2019-04-24 14:57:00,1
2019-04-24 15:04:00,1
2019-04-24 15:10:00,1
2019-04-24 15:18:00,1
2019-04-24 15:25:00,1
2019-04-24 15:33:00,1
2019-04-24 15:40:00,1
2019-04-24 15:42:00,4
2019-04-24 15:43:00,1
2019-04-24 15:44:00,1
2019-04-24 15:52:00,8
2019-04-24 15:53:00,1
2019-04-24 15:58:00,1
2019-04-24 16:03:00,1
2019-04-24 16:09:00,1
2019-04-24 16:11:00,1
2019-04-24 16:20:00,1
2019-04-24 16:25:00,1
2019-04-24 16:26:00,1
2019-04-24 16:27:00,1
2019-04-24 16:34:00,1
2019-04-24 16:37:00,1
2019-04-24 16:43:00,1
2019-04-24 16:50:00,1
2019-04-24 16:56:00,1
2019-04-24 17:03:00,1
2019-04-24 17:11:00,1
2019-04-24 17:18:00,1
2019-04-24 17:26:00,1
2019-04-24 17:33:00,1
2019-04-24 17:41:00,1
2019-04-24 17:43:00,1
2019-04-24 17:49:00,1
2019-04-24 17:56:00,1
2019-04-24 17:57:00,1
2019-04-24 18:03:00,3
2019-04-24 18:04:00,8
2019-04-24 18:05:00,1
2019-04-24 18:06:00,3
2019-04-24 18:07:00,2
2019-04-24 18:14:00,1
2019-04-24 18:22:00,1
2019-04-24 18:25:00,3
2019-04-24 18:32:00,14
2019-04-24 18:38:00,1
2019-04-24 18:45:00,1
2019-04-24 18:52:00,1
2019-04-24 18:56:00,10
2019-04-24 19:03:00,1
2019-04-24 19:09:00,1
2019-04-24 19:16:00,1
2019-04-24 19:24:00,1
2019-04-24 19:28:00,1
2019-04-24 19:34:00,1
2019-04-24 19:41:00,1
2019-04-24 19:49:00,1
2019-04-24 19:53:00,1
2019-04-24 19:57:00,1
2019-04-24 19:58:00,1
2019-04-24 20:05:00,1
2019-04-24 20:09:00,1
2019-04-24 20:17:00,1
2019-04-24 20:21:00,1
2019-04-24 20:22:00,1
2019-04-24 20:28:00,1
2019-04-24 20:33:00,1
2019-04-24 20:39:00,1
2019-04-24 20:45:00,1
2019-04-24 20:50:00,1
2019-04-24 20:51:00,2
2019-04-24 20:57:00,1
2019-04-24 21:02:00,1
2019-04-24 21:09:00,1
2019-04-24 21:15:00,1
2019-04-24 21:24:00,1
2019-04-24 21:25:00,1
2019-04-24 21:28:00,1
2019-04-24 21:32:00,1
2019-04-24 21:34:00,1
2019-04-24 21:38:00,1
2019-04-24 21:41:00,1
2019-04-24 21:43:00,4
2019-04-24 21:49:00,1
2019-04-24 21:52:00,1
2019-04-24 21:59:00,1
2019-04-24 22:05:00,5
2019-04-24 22:06:00,1
2019-04-24 22:12:00,1
2019-04-24 22:18:00,3
2019-04-24 22:25:00,1
2019-04-24 22:29:00,1
2019-04-24 22:31:00,1
2019-04-24 22:32:00,9
2019-04-24 22:39:00,1
2019-04-24 22:47:00,1
2019-04-24 22:55:00,1
2019-04-24 23:02:00,4
2019-04-24 23:03:00,4
2019-04-24 23:04:00,1
2019-04-24 23:11:00,1
2019-04-24 23:17:00,1
2019-04-24 23:26:00,1
2019-04-24 23:31:00,1
2019-04-24 23:34:00,1
2019-04-24 23:38:00,2
2019-04-24 23:40:00,5
2019-04-24 23:43:00,1
2019-04-24 23:45:00,1
2019-04-24 23:51:00,1
2019-04-24 23:59:00,1
