33,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-04-24 00:02:00,1
2019-04-24 00:06:00,1
2019-04-24 00:11:00,1
2019-04-24 00:30:00,1
2019-04-24 00:34:00,1
2019-04-24 00:42:00,1
2019-04-24 00:46:00,1
2019-04-24 00:48:00,1
2019-04-24 00:54:00,1
2019-04-24 00:56:00,1
2019-04-24 00:59:00,1
2019-04-24 01:01:00,1
2019-04-24 01:03:00,1
2019-04-24 01:07:00,1
2019-04-24 01:10:00,1
2019-04-24 01:12:00,1
2019-04-24 01:14:00,1
2019-04-24 01:16:00,1
2019-04-24 01:20:00,1
2019-04-24 01:22:00,1
2019-04-24 01:25:00,1
2019-04-24 01:27:00,1
2019-04-24 01:29:00,1
2019-04-24 01:31:00,1
2019-04-24 01:33:00,1
2019-04-24 01:36:00,1
2019-04-24 01:38:00,1
2019-04-24 01:39:00,1
2019-04-24 01:42:00,1
2019-04-24 01:44:00,1
2019-04-24 02:26:00,1
2019-04-24 02:29:00,1
2019-04-24 02:32:00,1
