18,"select Bytes, Milliseconds from chinook.Track"
2019-04-24 19:13:00,1
2019-04-24 19:20:00,1
2019-04-24 19:21:00,1
2019-04-24 19:24:00,1
2019-04-24 19:45:00,3
2019-04-24 19:57:00,2
2019-04-24 19:58:00,4
2019-04-24 19:59:00,3
2019-04-24 20:01:00,2
