19,"SELECT up_id,  dbo.fGetNearestObjIdEq( up_ra,up_dec,up_sep ) as objId   FROM #upload  WHERE  dbo.fGetNearestObjIdEq( up_ra,up_dec,up_sep ) IS NOT NULL  SELECT TOP #   p.ra,p.dec, p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..PhotoObj AS p  JOIN #x AS x ON x.objID=p.objID  JOIN #upload AS u ON u.up_id = x.up_id   WHERE  ( p.type = # OR p.type = #)   ORDER BY x.up_id"
2019-04-24 03:35:00,3
2019-04-24 03:37:00,1
2019-04-24 14:14:00,1
2019-04-24 14:16:00,1
2019-04-24 14:17:00,1
2019-04-24 14:21:00,1
2019-04-24 14:26:00,1
2019-04-24 14:27:00,1
2019-04-24 14:38:00,1
2019-04-24 14:40:00,1
2019-04-24 14:41:00,1
2019-04-24 14:42:00,1
2019-04-24 14:45:00,1
2019-04-24 14:46:00,1
2019-04-24 14:47:00,1
2019-04-24 14:48:00,1
2019-04-24 17:05:00,1
