28,select * from PhotoObj where objId=#
2019-01-01 00:22:00,1
2019-01-01 00:42:00,1
2019-01-01 01:41:00,1
2019-01-01 02:11:00,1
2019-01-01 02:32:00,1
2019-01-01 03:19:00,1
2019-01-01 03:30:00,1
2019-01-01 03:34:00,1
2019-01-01 04:15:00,1
2019-01-01 04:44:00,1
2019-01-01 04:47:00,1
2019-01-01 07:19:00,1
2019-01-01 07:55:00,1
2019-01-01 08:11:00,1
2019-01-01 09:47:00,1
2019-01-01 10:23:00,1
2019-01-01 11:15:00,1
2019-01-01 11:29:00,1
2019-01-01 13:31:00,1
2019-01-01 13:43:00,1
2019-01-01 13:44:00,1
2019-01-01 13:59:00,1
2019-01-01 14:22:00,1
2019-01-01 14:42:00,1
2019-01-01 15:17:00,1
2019-01-01 15:47:00,1
2019-01-01 20:52:00,1
2019-01-01 21:21:00,1
