111,select * from PhotoTag where objId=#
2019-01-01 00:19:00,1
2019-01-01 01:13:00,1
2019-01-01 02:01:00,1
2019-01-01 03:11:00,1
2019-01-01 03:31:00,1
2019-01-01 03:54:00,1
2019-01-01 04:47:00,1
2019-01-01 04:55:00,6
2019-01-01 05:05:00,1
2019-01-01 05:16:00,1
2019-01-01 05:28:00,1
2019-01-01 05:46:00,1
2019-01-01 05:58:00,1
2019-01-01 06:16:00,1
2019-01-01 06:52:00,1
2019-01-01 09:55:00,1
2019-01-01 11:23:00,1
2019-01-01 11:31:00,3
2019-01-01 11:44:00,1
2019-01-01 11:56:00,1
2019-01-01 12:11:00,8
2019-01-01 13:06:00,1
2019-01-01 13:07:00,2
2019-01-01 13:08:00,3
2019-01-01 13:22:00,1
2019-01-01 15:14:00,3
2019-01-01 15:15:00,11
2019-01-01 15:17:00,7
2019-01-01 15:18:00,2
2019-01-01 15:26:00,1
2019-01-01 15:32:00,28
2019-01-01 15:37:00,1
2019-01-01 16:29:00,1
2019-01-01 18:44:00,1
2019-01-01 20:36:00,1
2019-01-01 23:11:00,1
2019-01-01 23:22:00,7
2019-01-01 23:23:00,5
