38,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-20 00:59:00,1
2019-01-20 01:07:00,1
2019-01-20 02:00:00,1
2019-01-20 02:58:00,1
2019-01-20 03:59:00,1
2019-01-20 05:00:00,1
2019-01-20 05:59:00,1
2019-01-20 06:59:00,1
2019-01-20 07:58:00,1
2019-01-20 08:57:00,1
2019-01-20 09:59:00,1
2019-01-20 10:58:00,1
2019-01-20 11:41:00,8
2019-01-20 11:42:00,1
2019-01-20 11:58:00,1
2019-01-20 12:58:00,1
2019-01-20 13:29:00,9
2019-01-20 13:58:00,1
2019-01-20 14:58:00,1
2019-01-20 15:59:00,1
2019-01-20 16:59:00,1
2019-01-20 18:00:00,1
2019-01-20 18:59:00,1
