56,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-01-20 09:53:00,2
2019-01-20 09:57:00,2
2019-01-20 10:02:00,2
2019-01-20 10:08:00,2
2019-01-20 10:20:00,2
2019-01-20 10:22:00,2
2019-01-20 10:23:00,2
2019-01-20 10:25:00,2
2019-01-20 10:26:00,2
2019-01-20 10:27:00,2
2019-01-20 10:29:00,2
2019-01-20 10:30:00,4
2019-01-20 10:33:00,4
2019-01-20 10:37:00,2
2019-01-20 10:51:00,2
2019-01-20 10:54:00,2
2019-01-20 10:57:00,2
2019-01-20 11:00:00,2
2019-01-20 11:32:00,2
2019-01-20 11:34:00,2
2019-01-20 11:36:00,2
2019-01-20 11:37:00,2
2019-01-20 11:38:00,2
2019-01-20 11:39:00,2
2019-01-20 11:40:00,2
2019-01-20 11:43:00,2
