25,"SELECT p.objid, p.ra, p.dec, p.g, p.deVRad_g, p.deVPhi_g, p.deVAB_g, p.type, p.flags_g, (flags & dbo.fPhotoFlags(&&&)) as SAT FROM PhotoPrimary AS p WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.g BETWEEN # AND #"
2019-07-23 11:20:00,4
2019-07-23 11:33:00,4
2019-07-23 11:41:00,4
2019-07-23 11:49:00,4
2019-07-23 11:50:00,4
2019-07-23 11:54:00,4
2019-07-23 12:13:00,1
