39,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-07-23 00:07:00,1
2019-07-23 00:56:00,1
2019-07-23 01:43:00,1
2019-07-23 02:07:00,2
2019-07-23 03:33:00,2
2019-07-23 03:40:00,1
2019-07-23 04:27:00,1
2019-07-23 08:44:00,1
2019-07-23 10:54:00,1
2019-07-23 12:23:00,1
2019-07-23 13:40:00,1
2019-07-23 14:21:00,1
2019-07-23 14:51:00,1
2019-07-23 15:21:00,1
2019-07-23 15:49:00,1
2019-07-23 17:05:00,1
2019-07-23 17:30:00,1
2019-07-23 17:35:00,1
2019-07-23 17:41:00,1
2019-07-23 18:03:00,1
2019-07-23 18:25:00,1
2019-07-23 18:49:00,1
2019-07-23 19:14:00,1
2019-07-23 19:15:00,1
2019-07-23 19:46:00,1
2019-07-23 20:12:00,1
2019-07-23 20:30:00,1
2019-07-23 20:38:00,1
2019-07-23 20:45:00,1
2019-07-23 20:52:00,1
2019-07-23 21:03:00,1
2019-07-23 21:27:00,1
2019-07-23 22:16:00,1
2019-07-23 22:37:00,1
2019-07-23 22:38:00,1
2019-07-23 23:00:00,1
2019-07-23 23:25:00,1
