18,select top # * from [PosterCoord]
2019-07-23 15:28:00,1
2019-07-23 15:30:00,1
2019-07-23 15:31:00,2
2019-07-23 15:34:00,2
2019-07-23 15:35:00,1
2019-07-23 15:46:00,1
2019-07-23 15:47:00,1
2019-07-23 15:52:00,1
2019-07-23 16:21:00,1
2019-07-23 16:43:00,2
2019-07-23 16:44:00,1
2019-07-23 16:49:00,1
2019-07-23 16:55:00,1
2019-07-23 17:32:00,1
2019-07-23 17:53:00,1
