1950,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-07-23 00:05:00,1
2019-07-23 00:06:00,4
2019-07-23 00:14:00,15
2019-07-23 00:15:00,25
2019-07-23 00:37:00,40
2019-07-23 00:38:00,13
2019-07-23 00:39:00,3
2019-07-23 00:41:00,4
2019-07-23 00:42:00,3
2019-07-23 00:46:00,1
2019-07-23 00:53:00,57
2019-07-23 00:54:00,70
2019-07-23 00:55:00,70
2019-07-23 00:56:00,3
2019-07-23 01:05:00,40
2019-07-23 01:06:00,6
2019-07-23 01:09:00,2
2019-07-23 01:14:00,12
2019-07-23 01:15:00,40
2019-07-23 01:16:00,1
2019-07-23 01:26:00,1
2019-07-23 01:35:00,1
2019-07-23 01:39:00,1
2019-07-23 01:42:00,1
2019-07-23 01:44:00,6
2019-07-23 01:51:00,1
2019-07-23 01:52:00,12
2019-07-23 01:57:00,1
2019-07-23 02:25:00,1
2019-07-23 02:33:00,1
2019-07-23 02:38:00,37
2019-07-23 02:39:00,17
2019-07-23 02:40:00,1
2019-07-23 02:43:00,7
2019-07-23 02:45:00,1
2019-07-23 02:46:00,1
2019-07-23 03:42:00,4
2019-07-23 03:43:00,36
2019-07-23 04:29:00,1
2019-07-23 04:30:00,44
2019-07-23 04:31:00,68
2019-07-23 04:32:00,9
2019-07-23 04:39:00,1
2019-07-23 05:04:00,14
2019-07-23 05:30:00,1
2019-07-23 05:57:00,1
2019-07-23 06:42:00,6
2019-07-23 06:45:00,1
2019-07-23 06:54:00,1
2019-07-23 06:59:00,1
2019-07-23 07:07:00,7
2019-07-23 07:08:00,6
2019-07-23 07:15:00,37
2019-07-23 07:16:00,3
2019-07-23 07:29:00,1
2019-07-23 07:31:00,1
2019-07-23 07:36:00,1
2019-07-23 08:17:00,1
2019-07-23 09:34:00,7
2019-07-23 09:35:00,1
2019-07-23 09:37:00,13
2019-07-23 09:38:00,1
2019-07-23 09:44:00,15
2019-07-23 09:45:00,27
2019-07-23 09:46:00,1
2019-07-23 09:47:00,9
2019-07-23 09:48:00,2
2019-07-23 09:49:00,12
2019-07-23 09:50:00,5
2019-07-23 09:51:00,1
2019-07-23 09:52:00,16
2019-07-23 09:53:00,6
2019-07-23 09:55:00,1
2019-07-23 10:01:00,1
2019-07-23 10:07:00,5
2019-07-23 10:08:00,1
2019-07-23 10:09:00,22
2019-07-23 10:11:00,1
2019-07-23 10:17:00,1
2019-07-23 10:18:00,5
2019-07-23 10:19:00,68
2019-07-23 10:20:00,35
2019-07-23 10:21:00,1
2019-07-23 10:23:00,5
2019-07-23 10:24:00,4
2019-07-23 10:27:00,7
2019-07-23 10:28:00,2
2019-07-23 10:29:00,1
2019-07-23 12:04:00,7
2019-07-23 12:05:00,1
