36,select * from Photoz2 where objid=#
2019-07-23 01:25:00,1
2019-07-23 03:24:00,1
2019-07-23 03:25:00,1
2019-07-23 03:32:00,1
2019-07-23 04:13:00,1
2019-07-23 04:50:00,1
2019-07-23 05:00:00,1
2019-07-23 05:10:00,1
2019-07-23 05:13:00,1
2019-07-23 05:14:00,1
2019-07-23 05:15:00,1
2019-07-23 05:17:00,1
2019-07-23 05:24:00,1
2019-07-23 05:28:00,1
2019-07-23 05:29:00,1
2019-07-23 05:30:00,1
2019-07-23 05:31:00,1
2019-07-23 05:32:00,1
2019-07-23 05:33:00,1
2019-07-23 05:35:00,1
2019-07-23 05:36:00,1
2019-07-23 05:37:00,2
2019-07-23 05:39:00,1
2019-07-23 05:40:00,1
2019-07-23 05:44:00,1
2019-07-23 05:45:00,1
2019-07-23 05:46:00,1
2019-07-23 06:31:00,1
2019-07-23 07:27:00,1
2019-07-23 13:04:00,1
2019-07-23 15:48:00,1
2019-07-23 16:30:00,1
2019-07-23 16:34:00,1
2019-07-23 17:58:00,1
2019-07-23 19:36:00,1
