130,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-07-23 09:35:00,2
2019-07-23 09:36:00,1
2019-07-23 09:45:00,1
2019-07-23 09:48:00,1
2019-07-23 09:50:00,2
2019-07-23 09:53:00,3
2019-07-23 09:55:00,3
2019-07-23 10:07:00,2
2019-07-23 10:11:00,3
2019-07-23 10:18:00,1
2019-07-23 10:21:00,2
2019-07-23 10:25:00,3
2019-07-23 10:28:00,1
2019-07-23 12:05:00,1
2019-07-23 12:10:00,1
2019-07-23 12:12:00,3
2019-07-23 12:13:00,1
2019-07-23 12:14:00,2
2019-07-23 12:16:00,1
2019-07-23 12:18:00,4
2019-07-23 12:20:00,2
2019-07-23 12:21:00,1
2019-07-23 12:22:00,2
2019-07-23 12:23:00,1
2019-07-23 12:24:00,2
2019-07-23 12:26:00,1
2019-07-23 12:29:00,2
2019-07-23 12:30:00,1
2019-07-23 12:32:00,1
2019-07-23 12:38:00,1
2019-07-23 12:39:00,1
2019-07-23 12:40:00,1
2019-07-23 12:42:00,1
2019-07-23 12:43:00,3
2019-07-23 12:45:00,2
2019-07-23 12:47:00,1
2019-07-23 12:48:00,1
2019-07-23 12:49:00,1
2019-07-23 12:51:00,1
2019-07-23 12:52:00,1
2019-07-23 12:53:00,1
2019-07-23 12:54:00,2
2019-07-23 12:55:00,1
2019-07-23 12:56:00,2
2019-07-23 12:59:00,2
2019-07-23 13:00:00,2
2019-07-23 13:02:00,1
2019-07-23 13:03:00,1
2019-07-23 13:05:00,1
2019-07-23 13:06:00,2
2019-07-23 13:09:00,2
2019-07-23 13:11:00,1
2019-07-23 13:12:00,2
2019-07-23 13:18:00,10
2019-07-23 13:20:00,1
2019-07-23 13:26:00,3
2019-07-23 13:27:00,1
2019-07-23 13:31:00,1
2019-07-23 13:33:00,2
2019-07-23 13:37:00,2
2019-07-23 13:40:00,1
2019-07-23 13:45:00,1
2019-07-23 13:48:00,1
2019-07-23 13:50:00,1
2019-07-23 13:55:00,7
2019-07-23 13:56:00,2
2019-07-23 14:03:00,1
2019-07-23 14:06:00,1
2019-07-23 14:10:00,3
2019-07-23 14:11:00,1
2019-07-23 14:13:00,1
2019-07-23 14:14:00,1
2019-07-23 14:16:00,1
2019-07-23 14:18:00,1
2019-07-23 14:19:00,1
2019-07-23 14:20:00,1
