27,select * from SpecObjAll where specObjId=#
2019-07-23 00:36:00,1
2019-07-23 01:31:00,1
2019-07-23 01:38:00,1
2019-07-23 02:30:00,1
2019-07-23 03:15:00,1
2019-07-23 03:21:00,1
2019-07-23 04:00:00,1
2019-07-23 05:47:00,1
2019-07-23 06:22:00,1
2019-07-23 09:21:00,1
2019-07-23 09:29:00,1
2019-07-23 09:47:00,1
2019-07-23 10:49:00,1
2019-07-23 11:39:00,1
2019-07-23 12:14:00,1
2019-07-23 12:23:00,1
2019-07-23 13:33:00,1
2019-07-23 14:55:00,1
2019-07-23 15:21:00,1
2019-07-23 16:07:00,1
2019-07-23 16:56:00,1
2019-07-23 19:51:00,1
2019-07-23 19:53:00,1
2019-07-23 22:58:00,1
2019-07-23 23:04:00,1
2019-07-23 23:25:00,1
2019-07-23 23:30:00,1
