26,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-23 10:06:00,1
2019-07-23 10:07:00,1
2019-07-23 10:08:00,1
2019-07-23 10:15:00,1
2019-07-23 10:16:00,2
2019-07-23 10:17:00,2
2019-07-23 10:19:00,2
2019-07-23 10:23:00,2
2019-07-23 10:25:00,4
2019-07-23 10:27:00,1
2019-07-23 10:30:00,1
2019-07-23 10:46:00,1
2019-07-23 11:27:00,1
2019-07-23 11:43:00,1
2019-07-23 11:44:00,1
2019-07-23 12:22:00,2
2019-07-23 13:42:00,1
2019-07-23 13:47:00,1
