28,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-04-06 00:03:00,1
2019-04-06 00:05:00,1
2019-04-06 00:08:00,2
2019-04-06 00:13:00,1
2019-04-06 00:15:00,1
2019-04-06 00:59:00,1
2019-04-06 01:00:00,1
2019-04-06 01:26:00,1
2019-04-06 01:27:00,1
2019-04-06 01:28:00,1
2019-04-06 02:29:00,1
2019-04-06 07:11:00,1
2019-04-06 11:03:00,1
2019-04-06 11:08:00,1
2019-04-06 13:08:00,1
2019-04-06 14:35:00,1
2019-04-06 14:36:00,2
2019-04-06 14:37:00,2
2019-04-06 15:38:00,1
2019-04-06 17:08:00,1
2019-04-06 21:09:00,4
2019-04-06 23:57:00,1
