40,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-06 02:27:00,1
2019-04-06 02:43:00,1
2019-04-06 04:17:00,1
2019-04-06 04:28:00,1
2019-04-06 05:01:00,1
2019-04-06 05:18:00,1
2019-04-06 05:26:00,1
2019-04-06 05:27:00,1
2019-04-06 05:30:00,2
2019-04-06 05:40:00,1
2019-04-06 06:42:00,1
2019-04-06 06:59:00,1
2019-04-06 07:04:00,1
2019-04-06 07:06:00,1
2019-04-06 07:19:00,1
2019-04-06 09:14:00,1
2019-04-06 09:23:00,1
2019-04-06 09:44:00,1
2019-04-06 09:48:00,1
2019-04-06 10:12:00,1
2019-04-06 13:09:00,2
2019-04-06 17:19:00,1
2019-04-06 18:41:00,1
2019-04-06 18:58:00,1
2019-04-06 19:17:00,1
2019-04-06 19:18:00,1
2019-04-06 19:23:00,1
2019-04-06 19:27:00,1
2019-04-06 19:29:00,1
2019-04-06 20:33:00,1
2019-04-06 21:49:00,2
2019-04-06 21:50:00,1
2019-04-06 22:01:00,1
2019-04-06 22:13:00,1
2019-04-06 22:30:00,1
2019-04-06 23:50:00,1
2019-04-06 23:58:00,1
