131,select * from SpecLineIndex where specObjId=#
2019-04-06 04:11:00,2
2019-04-06 05:17:00,1
2019-04-06 05:40:00,3
2019-04-06 05:54:00,1
2019-04-06 05:58:00,1
2019-04-06 06:01:00,1
2019-04-06 06:03:00,2
2019-04-06 06:14:00,13
2019-04-06 06:15:00,4
2019-04-06 06:23:00,1
2019-04-06 06:24:00,1
2019-04-06 06:31:00,1
2019-04-06 06:33:00,1
2019-04-06 06:34:00,1
2019-04-06 06:36:00,1
2019-04-06 06:45:00,1
2019-04-06 06:50:00,1
2019-04-06 07:07:00,1
2019-04-06 07:11:00,2
2019-04-06 07:12:00,1
2019-04-06 07:20:00,1
2019-04-06 07:23:00,1
2019-04-06 07:28:00,1
2019-04-06 07:32:00,1
2019-04-06 07:41:00,1
2019-04-06 07:44:00,1
2019-04-06 07:46:00,1
2019-04-06 07:49:00,2
2019-04-06 07:54:00,1
2019-04-06 09:02:00,1
2019-04-06 09:07:00,2
2019-04-06 09:11:00,1
2019-04-06 09:16:00,1
2019-04-06 09:21:00,1
2019-04-06 09:25:00,2
2019-04-06 09:32:00,1
2019-04-06 09:34:00,1
2019-04-06 09:37:00,2
2019-04-06 09:39:00,2
2019-04-06 09:44:00,1
2019-04-06 09:59:00,4
2019-04-06 10:04:00,1
2019-04-06 10:35:00,3
2019-04-06 10:36:00,1
2019-04-06 10:39:00,2
2019-04-06 10:40:00,3
2019-04-06 10:43:00,1
2019-04-06 10:51:00,1
2019-04-06 12:08:00,1
2019-04-06 17:08:00,1
2019-04-06 19:01:00,1
2019-04-06 19:28:00,1
2019-04-06 20:09:00,1
2019-04-06 20:13:00,1
2019-04-06 20:17:00,1
2019-04-06 20:22:00,1
2019-04-06 20:29:00,2
2019-04-06 20:32:00,2
2019-04-06 20:35:00,3
2019-04-06 20:36:00,7
2019-04-06 20:39:00,3
2019-04-06 20:40:00,5
2019-04-06 20:46:00,1
2019-04-06 21:31:00,1
2019-04-06 21:36:00,1
2019-04-06 21:48:00,1
2019-04-06 21:49:00,1
2019-04-06 21:50:00,2
2019-04-06 22:07:00,1
2019-04-06 22:11:00,6
2019-04-06 22:12:00,1
2019-04-06 22:15:00,1
2019-04-06 22:27:00,1
2019-04-06 23:36:00,1
2019-04-06 23:55:00,1
2019-04-06 23:56:00,1
