166,select * from ELRedshift where specObjId=#
2019-04-06 04:17:00,2
2019-04-06 04:32:00,1
2019-04-06 04:33:00,2
2019-04-06 04:34:00,2
2019-04-06 04:37:00,1
2019-04-06 04:42:00,1
2019-04-06 04:43:00,1
2019-04-06 04:52:00,1
2019-04-06 04:56:00,1
2019-04-06 05:02:00,1
2019-04-06 05:10:00,1
2019-04-06 05:15:00,1
2019-04-06 05:27:00,2
2019-04-06 05:36:00,1
2019-04-06 05:37:00,4
2019-04-06 05:38:00,2
2019-04-06 05:39:00,1
2019-04-06 05:44:00,1
2019-04-06 05:53:00,1
2019-04-06 05:57:00,1
2019-04-06 05:58:00,6
2019-04-06 06:01:00,3
2019-04-06 06:04:00,1
2019-04-06 06:12:00,2
2019-04-06 06:13:00,1
2019-04-06 06:18:00,2
2019-04-06 06:21:00,1
2019-04-06 06:24:00,1
2019-04-06 06:28:00,1
2019-04-06 06:29:00,1
2019-04-06 06:34:00,2
2019-04-06 06:38:00,1
2019-04-06 06:48:00,1
2019-04-06 06:53:00,1
2019-04-06 06:54:00,1
2019-04-06 06:55:00,1
2019-04-06 07:03:00,1
2019-04-06 07:05:00,1
2019-04-06 07:11:00,1
2019-04-06 07:19:00,1
2019-04-06 07:20:00,1
2019-04-06 07:23:00,1
2019-04-06 07:28:00,1
2019-04-06 07:38:00,1
2019-04-06 07:41:00,1
2019-04-06 07:42:00,1
2019-04-06 07:43:00,1
2019-04-06 07:49:00,1
2019-04-06 08:02:00,1
2019-04-06 08:11:00,1
2019-04-06 09:11:00,1
2019-04-06 09:20:00,1
2019-04-06 09:23:00,1
2019-04-06 09:25:00,2
2019-04-06 09:32:00,1
2019-04-06 09:35:00,1
2019-04-06 09:36:00,1
2019-04-06 09:45:00,1
2019-04-06 09:47:00,1
2019-04-06 09:52:00,2
2019-04-06 09:54:00,1
2019-04-06 09:58:00,1
2019-04-06 09:59:00,1
2019-04-06 10:02:00,1
2019-04-06 10:04:00,2
2019-04-06 10:06:00,2
2019-04-06 10:11:00,1
2019-04-06 10:30:00,1
2019-04-06 10:33:00,1
2019-04-06 10:34:00,1
2019-04-06 10:36:00,1
2019-04-06 10:39:00,1
2019-04-06 19:14:00,1
2019-04-06 19:16:00,1
2019-04-06 19:18:00,1
2019-04-06 19:22:00,1
2019-04-06 19:27:00,1
2019-04-06 19:30:00,1
2019-04-06 19:36:00,3
2019-04-06 19:39:00,2
2019-04-06 19:43:00,2
2019-04-06 19:44:00,1
2019-04-06 19:55:00,1
2019-04-06 19:56:00,1
2019-04-06 19:57:00,3
2019-04-06 19:58:00,1
2019-04-06 19:59:00,5
2019-04-06 20:00:00,2
2019-04-06 20:10:00,1
2019-04-06 20:14:00,1
2019-04-06 20:16:00,1
2019-04-06 20:19:00,1
2019-04-06 20:24:00,1
2019-04-06 20:32:00,4
2019-04-06 20:33:00,2
2019-04-06 20:34:00,2
2019-04-06 20:41:00,1
2019-04-06 21:29:00,1
2019-04-06 21:36:00,1
2019-04-06 21:50:00,2
2019-04-06 21:51:00,1
2019-04-06 22:02:00,2
2019-04-06 22:03:00,2
2019-04-06 22:06:00,1
2019-04-06 22:09:00,2
2019-04-06 22:11:00,3
2019-04-06 22:15:00,1
2019-04-06 22:21:00,1
2019-04-06 22:26:00,1
2019-04-06 22:28:00,1
2019-04-06 22:55:00,1
2019-04-06 23:23:00,1
2019-04-06 23:35:00,1
2019-04-06 23:41:00,1
2019-04-06 23:44:00,1
2019-04-06 23:45:00,1
2019-04-06 23:48:00,1
2019-04-06 23:51:00,2
2019-04-06 23:53:00,1
2019-04-06 23:54:00,1
2019-04-06 23:55:00,1
