15,SELECT modelMag_u
2019-04-06 20:58:00,1
2019-04-06 21:00:00,1
2019-04-06 21:02:00,1
2019-04-06 21:04:00,2
2019-04-06 21:05:00,2
2019-04-06 21:06:00,4
2019-04-06 21:07:00,3
2019-04-06 21:08:00,1
