958,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-04-06 00:08:00,2
2019-04-06 00:11:00,3
2019-04-06 00:15:00,3
2019-04-06 00:18:00,3
2019-04-06 00:20:00,1
2019-04-06 00:30:00,3
2019-04-06 00:35:00,1
2019-04-06 00:37:00,3
2019-04-06 00:53:00,3
2019-04-06 00:59:00,3
2019-04-06 01:00:00,3
2019-04-06 01:01:00,6
2019-04-06 01:03:00,3
2019-04-06 01:04:00,6
2019-04-06 01:07:00,3
2019-04-06 01:08:00,3
2019-04-06 01:11:00,3
2019-04-06 01:12:00,3
2019-04-06 01:26:00,3
2019-04-06 01:33:00,3
2019-04-06 01:45:00,3
2019-04-06 01:50:00,3
2019-04-06 01:55:00,3
2019-04-06 02:01:00,6
2019-04-06 02:08:00,3
2019-04-06 02:10:00,3
2019-04-06 02:11:00,6
2019-04-06 02:26:00,3
2019-04-06 02:29:00,3
2019-04-06 02:34:00,3
2019-04-06 02:35:00,2
2019-04-06 02:36:00,3
2019-04-06 02:41:00,1
2019-04-06 02:50:00,3
2019-04-06 02:59:00,3
2019-04-06 03:03:00,3
2019-04-06 03:08:00,3
2019-04-06 03:13:00,9
2019-04-06 03:24:00,3
2019-04-06 03:32:00,1
2019-04-06 03:37:00,3
2019-04-06 03:41:00,1
2019-04-06 03:43:00,3
2019-04-06 03:44:00,4
2019-04-06 03:51:00,1
2019-04-06 03:52:00,3
2019-04-06 03:55:00,3
2019-04-06 04:01:00,3
2019-04-06 04:02:00,3
2019-04-06 04:22:00,3
2019-04-06 04:26:00,3
2019-04-06 04:31:00,3
2019-04-06 04:32:00,1
2019-04-06 04:36:00,1
2019-04-06 04:42:00,2
2019-04-06 04:48:00,3
2019-04-06 04:52:00,3
2019-04-06 04:54:00,3
2019-04-06 05:00:00,7
2019-04-06 05:01:00,2
2019-04-06 05:10:00,3
2019-04-06 05:12:00,6
2019-04-06 05:24:00,3
2019-04-06 05:25:00,3
2019-04-06 05:28:00,3
2019-04-06 05:31:00,7
2019-04-06 05:41:00,6
2019-04-06 05:42:00,4
2019-04-06 05:43:00,3
2019-04-06 05:47:00,1
2019-04-06 05:48:00,3
