296,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-06 06:42:00,1
2019-04-06 07:38:00,1
2019-04-06 07:46:00,1
2019-04-06 08:22:00,1
2019-04-06 08:37:00,1
2019-04-06 08:57:00,1
2019-04-06 09:31:00,1
2019-04-06 10:31:00,1
2019-04-06 11:32:00,1
2019-04-06 11:47:00,1
2019-04-06 11:48:00,3
2019-04-06 11:49:00,1
2019-04-06 11:50:00,2
2019-04-06 11:51:00,5
2019-04-06 11:52:00,4
2019-04-06 11:53:00,3
2019-04-06 11:54:00,6
2019-04-06 11:55:00,2
2019-04-06 11:56:00,2
2019-04-06 11:57:00,3
2019-04-06 11:58:00,5
2019-04-06 11:59:00,5
2019-04-06 12:00:00,4
2019-04-06 12:01:00,4
2019-04-06 12:02:00,4
2019-04-06 12:03:00,6
2019-04-06 12:04:00,2
2019-04-06 12:05:00,3
2019-04-06 12:06:00,5
2019-04-06 12:07:00,4
2019-04-06 12:08:00,2
2019-04-06 12:09:00,4
2019-04-06 12:10:00,1
2019-04-06 12:32:00,1
2019-04-06 12:33:00,4
2019-04-06 12:34:00,3
2019-04-06 12:35:00,1
2019-04-06 12:38:00,1
2019-04-06 12:41:00,1
2019-04-06 12:43:00,1
2019-04-06 12:46:00,2
2019-04-06 12:47:00,3
2019-04-06 12:49:00,4
2019-04-06 12:50:00,2
2019-04-06 12:51:00,4
2019-04-06 12:52:00,4
2019-04-06 12:53:00,1
2019-04-06 12:54:00,1
2019-04-06 12:55:00,2
2019-04-06 12:56:00,2
2019-04-06 12:57:00,4
2019-04-06 12:58:00,3
2019-04-06 12:59:00,4
2019-04-06 13:00:00,5
2019-04-06 13:01:00,5
2019-04-06 13:02:00,2
2019-04-06 13:03:00,4
2019-04-06 13:04:00,4
2019-04-06 13:05:00,9
2019-04-06 13:06:00,5
2019-04-06 13:07:00,3
2019-04-06 13:08:00,2
2019-04-06 13:12:00,1
2019-04-06 13:13:00,3
2019-04-06 13:14:00,5
2019-04-06 13:15:00,2
2019-04-06 13:16:00,7
2019-04-06 13:17:00,3
2019-04-06 13:18:00,1
2019-04-06 13:19:00,3
2019-04-06 13:20:00,4
2019-04-06 13:21:00,5
2019-04-06 13:22:00,4
2019-04-06 13:23:00,2
2019-04-06 13:24:00,1
2019-04-06 13:25:00,3
2019-04-06 13:26:00,2
2019-04-06 13:27:00,1
2019-04-06 13:28:00,1
2019-04-06 13:29:00,2
2019-04-06 13:30:00,3
2019-04-06 13:31:00,3
2019-04-06 13:32:00,2
2019-04-06 13:33:00,2
2019-04-06 13:34:00,2
2019-04-06 13:35:00,2
2019-04-06 13:38:00,1
2019-04-06 13:42:00,1
2019-04-06 13:45:00,1
2019-04-06 13:46:00,2
2019-04-06 13:47:00,1
2019-04-06 13:48:00,3
2019-04-06 13:49:00,2
2019-04-06 13:50:00,1
2019-04-06 13:51:00,2
2019-04-06 13:52:00,2
2019-04-06 13:53:00,2
2019-04-06 13:54:00,1
2019-04-06 13:55:00,2
2019-04-06 13:56:00,2
2019-04-06 13:57:00,3
2019-04-06 13:58:00,1
2019-04-06 13:59:00,5
2019-04-06 14:00:00,3
2019-04-06 14:01:00,3
2019-04-06 14:02:00,1
2019-04-06 14:03:00,4
2019-04-06 14:04:00,2
2019-04-06 14:05:00,3
2019-04-06 14:06:00,1
2019-04-06 17:30:00,1
2019-04-06 17:32:00,1
2019-04-06 17:48:00,1
2019-04-06 18:08:00,2
2019-04-06 22:40:00,1
