141,select * from SpecLine where specObjId=#
2019-04-06 04:31:00,1
2019-04-06 04:48:00,1
2019-04-06 04:49:00,1
2019-04-06 04:50:00,1
2019-04-06 04:52:00,1
2019-04-06 04:54:00,1
2019-04-06 04:56:00,2
2019-04-06 05:16:00,3
2019-04-06 05:18:00,1
2019-04-06 05:28:00,1
2019-04-06 05:29:00,1
2019-04-06 05:35:00,1
2019-04-06 05:36:00,1
2019-04-06 05:39:00,1
2019-04-06 05:44:00,1
2019-04-06 05:45:00,1
2019-04-06 05:48:00,1
2019-04-06 05:49:00,2
2019-04-06 05:53:00,6
2019-04-06 05:55:00,1
2019-04-06 05:56:00,2
2019-04-06 05:57:00,6
2019-04-06 05:58:00,3
2019-04-06 05:59:00,1
2019-04-06 06:00:00,1
2019-04-06 06:01:00,2
2019-04-06 06:10:00,1
2019-04-06 06:11:00,1
2019-04-06 06:18:00,1
2019-04-06 06:23:00,1
2019-04-06 06:24:00,1
2019-04-06 06:28:00,1
2019-04-06 06:29:00,1
2019-04-06 06:31:00,1
2019-04-06 06:32:00,1
2019-04-06 06:33:00,1
2019-04-06 06:34:00,1
2019-04-06 06:35:00,1
2019-04-06 06:38:00,1
2019-04-06 06:45:00,1
2019-04-06 06:55:00,1
2019-04-06 07:03:00,2
2019-04-06 07:10:00,1
2019-04-06 07:16:00,1
2019-04-06 07:19:00,1
2019-04-06 07:27:00,1
2019-04-06 07:31:00,1
2019-04-06 07:39:00,1
2019-04-06 07:58:00,1
2019-04-06 09:11:00,1
2019-04-06 09:14:00,1
2019-04-06 09:20:00,1
2019-04-06 09:21:00,1
2019-04-06 09:25:00,1
2019-04-06 09:31:00,1
2019-04-06 10:01:00,1
2019-04-06 10:02:00,1
2019-04-06 10:03:00,1
2019-04-06 10:07:00,1
2019-04-06 10:08:00,1
2019-04-06 10:36:00,3
2019-04-06 10:39:00,1
2019-04-06 10:42:00,1
2019-04-06 10:43:00,1
2019-04-06 19:02:00,1
2019-04-06 19:32:00,1
2019-04-06 19:36:00,1
2019-04-06 19:37:00,1
2019-04-06 19:56:00,2
2019-04-06 19:57:00,3
2019-04-06 19:58:00,3
2019-04-06 19:59:00,1
2019-04-06 20:00:00,1
2019-04-06 20:08:00,1
2019-04-06 20:12:00,1
2019-04-06 20:17:00,4
2019-04-06 20:18:00,1
2019-04-06 20:20:00,1
2019-04-06 20:21:00,1
2019-04-06 20:30:00,3
2019-04-06 20:31:00,2
2019-04-06 20:32:00,1
2019-04-06 20:33:00,4
2019-04-06 20:34:00,2
2019-04-06 20:47:00,1
2019-04-06 21:27:00,1
2019-04-06 21:30:00,1
2019-04-06 21:33:00,1
2019-04-06 21:36:00,1
2019-04-06 21:37:00,1
2019-04-06 21:39:00,1
2019-04-06 21:49:00,1
2019-04-06 21:50:00,1
2019-04-06 21:51:00,1
2019-04-06 22:04:00,1
2019-04-06 22:07:00,1
2019-04-06 22:09:00,3
2019-04-06 23:32:00,1
2019-04-06 23:33:00,1
2019-04-06 23:34:00,1
2019-04-06 23:42:00,1
2019-04-06 23:45:00,1
2019-04-06 23:57:00,1
