27,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-29 05:16:00,1
2019-12-29 07:01:00,1
2019-12-29 08:28:00,3
2019-12-29 15:05:00,1
2019-12-29 15:06:00,1
2019-12-29 15:09:00,1
2019-12-29 15:14:00,1
2019-12-29 15:19:00,1
2019-12-29 15:27:00,2
2019-12-29 15:31:00,1
2019-12-29 15:34:00,1
2019-12-29 16:40:00,2
2019-12-29 16:48:00,7
2019-12-29 18:06:00,1
2019-12-29 18:21:00,1
2019-12-29 18:22:00,1
2019-12-29 18:34:00,1
