3,"SELECT TOP # run,            camCol,   rerun,   field,   objID,   u, g, r, i, z,   run,specobjid,mjd,   ra, dec into mydb.MyTable_# from PhotoPrimary	 WHERE  u - g < #   and  g - r < #   and  r - i > #    and  i - z > #"
2019-12-29 17:39:00,1
2019-12-29 17:41:00,1
2019-12-29 17:42:00,1
