459,select * from fDocFunctionParams(&&&)
2019-12-29 00:07:00,2
2019-12-29 00:08:00,1
2019-12-29 00:47:00,12
2019-12-29 00:48:00,10
2019-12-29 01:11:00,4
2019-12-29 01:12:00,5
2019-12-29 01:13:00,3
2019-12-29 01:42:00,6
2019-12-29 01:43:00,6
2019-12-29 01:44:00,2
2019-12-29 02:25:00,2
2019-12-29 02:26:00,10
2019-12-29 02:28:00,1
2019-12-29 02:29:00,2
2019-12-29 02:30:00,3
2019-12-29 02:31:00,2
2019-12-29 02:47:00,1
2019-12-29 02:49:00,2
2019-12-29 03:02:00,3
2019-12-29 03:10:00,5
2019-12-29 03:11:00,3
2019-12-29 03:12:00,4
2019-12-29 03:13:00,6
2019-12-29 04:20:00,3
2019-12-29 05:05:00,3
2019-12-29 05:09:00,3
2019-12-29 05:24:00,1
2019-12-29 05:30:00,1
2019-12-29 05:31:00,5
2019-12-29 05:32:00,3
2019-12-29 05:33:00,1
2019-12-29 05:37:00,1
2019-12-29 05:38:00,4
2019-12-29 05:39:00,6
2019-12-29 05:40:00,1
2019-12-29 05:41:00,6
2019-12-29 05:42:00,3
2019-12-29 05:46:00,3
2019-12-29 05:47:00,6
2019-12-29 05:48:00,1
2019-12-29 05:53:00,2
2019-12-29 05:54:00,6
2019-12-29 05:55:00,4
2019-12-29 05:56:00,3
2019-12-29 05:57:00,2
2019-12-29 05:58:00,2
2019-12-29 05:59:00,2
2019-12-29 06:00:00,2
2019-12-29 06:01:00,8
2019-12-29 06:02:00,7
2019-12-29 06:03:00,6
2019-12-29 06:04:00,5
2019-12-29 06:05:00,6
2019-12-29 06:06:00,7
2019-12-29 06:07:00,4
2019-12-29 06:08:00,8
2019-12-29 06:25:00,3
2019-12-29 06:26:00,7
2019-12-29 06:31:00,4
2019-12-29 06:32:00,1
2019-12-29 06:33:00,1
2019-12-29 06:34:00,5
2019-12-29 06:35:00,3
2019-12-29 06:42:00,6
2019-12-29 06:43:00,5
2019-12-29 06:44:00,6
2019-12-29 06:45:00,4
2019-12-29 06:46:00,2
2019-12-29 06:47:00,1
2019-12-29 07:03:00,6
2019-12-29 07:04:00,9
2019-12-29 07:05:00,7
2019-12-29 07:06:00,5
2019-12-29 07:07:00,7
2019-12-29 07:08:00,11
2019-12-29 07:09:00,8
2019-12-29 07:10:00,6
2019-12-29 07:12:00,3
2019-12-29 07:13:00,6
2019-12-29 07:14:00,4
2019-12-29 07:15:00,3
2019-12-29 07:19:00,4
2019-12-29 07:21:00,9
2019-12-29 07:22:00,6
2019-12-29 07:23:00,8
2019-12-29 07:24:00,7
2019-12-29 07:25:00,5
2019-12-29 07:26:00,5
2019-12-29 07:42:00,1
2019-12-29 07:54:00,2
2019-12-29 08:03:00,3
2019-12-29 08:33:00,1
2019-12-29 10:44:00,2
2019-12-29 11:00:00,3
2019-12-29 11:09:00,3
2019-12-29 11:38:00,3
2019-12-29 11:53:00,2
2019-12-29 12:04:00,1
2019-12-29 12:09:00,2
2019-12-29 12:17:00,3
2019-12-29 12:50:00,1
2019-12-29 13:07:00,3
2019-12-29 14:25:00,3
2019-12-29 14:33:00,1
2019-12-29 15:08:00,2
2019-12-29 15:11:00,1
2019-12-29 15:17:00,1
2019-12-29 16:28:00,1
2019-12-29 16:42:00,1
2019-12-29 16:48:00,1
2019-12-29 17:21:00,2
2019-12-29 17:23:00,1
2019-12-29 18:15:00,1
2019-12-29 18:19:00,2
2019-12-29 18:32:00,2
2019-12-29 18:44:00,2
2019-12-29 20:39:00,2
2019-12-29 21:31:00,2
2019-12-29 22:06:00,1
2019-12-29 22:10:00,11
2019-12-29 23:12:00,3
2019-12-29 23:14:00,1
2019-12-29 23:15:00,1
