59,"SELECT dbo.fInFootprintEq( #, #, # )"
2019-12-29 06:00:00,2
2019-12-29 06:01:00,2
2019-12-29 06:02:00,3
2019-12-29 06:03:00,2
2019-12-29 06:04:00,3
2019-12-29 06:05:00,2
2019-12-29 06:06:00,3
2019-12-29 06:07:00,2
2019-12-29 06:08:00,3
2019-12-29 06:09:00,2
2019-12-29 06:10:00,3
2019-12-29 06:11:00,3
2019-12-29 06:12:00,3
2019-12-29 06:13:00,2
2019-12-29 06:14:00,3
2019-12-29 06:15:00,3
2019-12-29 06:16:00,3
2019-12-29 06:17:00,3
2019-12-29 06:18:00,2
2019-12-29 06:19:00,3
2019-12-29 06:20:00,2
2019-12-29 06:21:00,2
2019-12-29 06:22:00,3
