97,select * from SpecLine where specObjId=#
2019-12-29 01:23:00,1
2019-12-29 01:24:00,2
2019-12-29 01:45:00,1
2019-12-29 01:50:00,1
2019-12-29 01:54:00,1
2019-12-29 02:06:00,1
2019-12-29 02:19:00,1
2019-12-29 02:45:00,1
2019-12-29 02:46:00,1
2019-12-29 02:50:00,1
2019-12-29 02:53:00,1
2019-12-29 03:07:00,1
2019-12-29 03:20:00,1
2019-12-29 03:27:00,1
2019-12-29 03:47:00,1
2019-12-29 04:06:00,1
2019-12-29 04:16:00,1
2019-12-29 04:20:00,2
2019-12-29 04:23:00,1
2019-12-29 04:37:00,2
2019-12-29 04:40:00,1
2019-12-29 04:41:00,1
2019-12-29 04:48:00,1
2019-12-29 04:55:00,1
2019-12-29 04:56:00,1
2019-12-29 05:12:00,1
2019-12-29 05:16:00,1
2019-12-29 05:18:00,1
2019-12-29 05:28:00,1
2019-12-29 05:36:00,1
2019-12-29 05:42:00,1
2019-12-29 06:07:00,1
2019-12-29 06:15:00,2
2019-12-29 06:33:00,1
2019-12-29 06:37:00,1
2019-12-29 06:50:00,1
2019-12-29 06:51:00,1
2019-12-29 07:12:00,1
2019-12-29 07:27:00,1
2019-12-29 07:28:00,1
2019-12-29 07:42:00,1
2019-12-29 07:43:00,1
2019-12-29 07:50:00,1
2019-12-29 07:51:00,1
2019-12-29 07:57:00,1
2019-12-29 08:01:00,1
2019-12-29 10:35:00,1
2019-12-29 10:38:00,1
2019-12-29 10:43:00,1
2019-12-29 11:12:00,1
2019-12-29 11:17:00,2
2019-12-29 11:25:00,1
2019-12-29 12:15:00,1
2019-12-29 12:28:00,1
2019-12-29 12:52:00,1
2019-12-29 12:53:00,1
2019-12-29 12:58:00,1
2019-12-29 13:19:00,1
2019-12-29 13:20:00,1
2019-12-29 13:25:00,2
2019-12-29 13:27:00,1
2019-12-29 13:48:00,1
2019-12-29 13:49:00,1
2019-12-29 13:55:00,1
2019-12-29 14:13:00,1
2019-12-29 14:50:00,1
2019-12-29 14:57:00,2
2019-12-29 14:58:00,1
2019-12-29 15:10:00,1
2019-12-29 15:17:00,1
2019-12-29 15:24:00,1
2019-12-29 15:27:00,1
2019-12-29 15:44:00,1
2019-12-29 15:51:00,1
2019-12-29 15:53:00,1
2019-12-29 15:55:00,1
2019-12-29 16:04:00,1
2019-12-29 16:27:00,1
2019-12-29 16:38:00,2
2019-12-29 16:50:00,1
2019-12-29 17:50:00,1
2019-12-29 17:52:00,1
2019-12-29 18:25:00,1
2019-12-29 18:26:00,1
2019-12-29 18:33:00,2
2019-12-29 19:15:00,1
2019-12-29 19:50:00,1
2019-12-29 23:43:00,1
