70,select * from galSpecLine where specObjId=#
2019-12-29 01:20:00,1
2019-12-29 01:23:00,1
2019-12-29 03:18:00,1
2019-12-29 03:49:00,1
2019-12-29 03:57:00,1
2019-12-29 06:04:00,1
2019-12-29 06:21:00,1
2019-12-29 11:36:00,1
2019-12-29 11:40:00,4
2019-12-29 12:43:00,1
2019-12-29 13:01:00,1
2019-12-29 13:05:00,1
2019-12-29 13:44:00,1
2019-12-29 14:03:00,1
2019-12-29 14:25:00,1
2019-12-29 14:26:00,1
2019-12-29 14:27:00,3
2019-12-29 15:23:00,1
2019-12-29 15:36:00,1
2019-12-29 15:39:00,1
2019-12-29 15:45:00,1
2019-12-29 15:46:00,1
2019-12-29 16:05:00,1
2019-12-29 16:41:00,1
2019-12-29 16:50:00,1
2019-12-29 16:53:00,1
2019-12-29 17:13:00,1
2019-12-29 17:20:00,3
2019-12-29 17:44:00,1
2019-12-29 18:18:00,1
2019-12-29 18:22:00,1
2019-12-29 22:52:00,10
2019-12-29 22:53:00,22
