30,"SELECT s.specObjID as spec_id, dbo.fGetUrlFitsSpectrum(s.specObjId) as spec_url FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND p.type=# AND s.snMedian>#"
2019-12-29 06:00:00,1
2019-12-29 06:01:00,3
2019-12-29 06:02:00,2
2019-12-29 06:03:00,3
2019-12-29 06:04:00,2
2019-12-29 06:05:00,3
2019-12-29 06:06:00,2
2019-12-29 06:07:00,3
2019-12-29 06:08:00,2
2019-12-29 06:09:00,3
2019-12-29 06:18:00,1
2019-12-29 06:19:00,3
2019-12-29 06:20:00,2
