379,select * from XCRedshift where specObjId=#
2019-12-29 00:38:00,1
2019-12-29 00:39:00,1
2019-12-29 00:42:00,1
2019-12-29 01:00:00,1
2019-12-29 01:10:00,1
2019-12-29 01:11:00,1
2019-12-29 01:22:00,1
2019-12-29 01:35:00,1
2019-12-29 01:40:00,1
2019-12-29 01:41:00,1
2019-12-29 02:05:00,1
2019-12-29 02:16:00,1
2019-12-29 02:18:00,1
2019-12-29 02:19:00,1
2019-12-29 02:31:00,1
2019-12-29 02:34:00,1
2019-12-29 02:35:00,1
2019-12-29 02:39:00,1
2019-12-29 02:40:00,1
2019-12-29 02:41:00,2
2019-12-29 02:43:00,1
2019-12-29 02:44:00,1
2019-12-29 02:45:00,2
2019-12-29 02:47:00,2
2019-12-29 02:48:00,1
2019-12-29 02:52:00,2
2019-12-29 03:03:00,1
2019-12-29 03:06:00,1
2019-12-29 03:08:00,1
2019-12-29 03:09:00,1
2019-12-29 03:10:00,2
2019-12-29 03:13:00,1
2019-12-29 03:16:00,1
2019-12-29 03:22:00,1
2019-12-29 03:23:00,1
2019-12-29 03:28:00,1
2019-12-29 03:29:00,1
2019-12-29 03:38:00,1
2019-12-29 03:40:00,1
2019-12-29 03:41:00,1
2019-12-29 03:43:00,1
2019-12-29 03:44:00,1
2019-12-29 03:45:00,1
2019-12-29 03:48:00,1
2019-12-29 03:51:00,1
2019-12-29 03:55:00,1
2019-12-29 03:57:00,2
2019-12-29 03:58:00,4
2019-12-29 04:07:00,1
2019-12-29 04:09:00,1
2019-12-29 04:11:00,2
2019-12-29 04:18:00,1
2019-12-29 04:19:00,1
2019-12-29 04:20:00,1
2019-12-29 04:23:00,1
2019-12-29 04:24:00,1
2019-12-29 04:25:00,2
2019-12-29 04:29:00,2
2019-12-29 04:34:00,1
2019-12-29 04:38:00,3
2019-12-29 04:42:00,1
2019-12-29 04:43:00,1
2019-12-29 04:46:00,2
2019-12-29 04:49:00,1
2019-12-29 04:52:00,2
2019-12-29 04:54:00,1
2019-12-29 04:57:00,1
2019-12-29 04:59:00,1
2019-12-29 05:07:00,1
2019-12-29 05:08:00,1
2019-12-29 05:09:00,1
2019-12-29 05:11:00,2
2019-12-29 05:13:00,1
2019-12-29 05:14:00,1
2019-12-29 05:15:00,3
2019-12-29 05:18:00,2
2019-12-29 05:19:00,1
2019-12-29 05:21:00,1
2019-12-29 05:22:00,1
2019-12-29 05:23:00,1
2019-12-29 05:25:00,1
2019-12-29 05:26:00,2
2019-12-29 05:28:00,1
2019-12-29 05:33:00,1
2019-12-29 05:34:00,2
2019-12-29 05:35:00,1
2019-12-29 05:37:00,1
2019-12-29 05:39:00,1
2019-12-29 05:41:00,1
2019-12-29 05:43:00,2
2019-12-29 05:44:00,1
2019-12-29 05:45:00,1
2019-12-29 05:46:00,1
2019-12-29 05:47:00,1
2019-12-29 05:48:00,1
2019-12-29 05:49:00,1
2019-12-29 05:50:00,2
2019-12-29 05:54:00,1
2019-12-29 05:55:00,2
2019-12-29 05:56:00,1
2019-12-29 05:58:00,1
2019-12-29 05:59:00,2
2019-12-29 06:07:00,1
2019-12-29 06:08:00,1
2019-12-29 06:10:00,2
2019-12-29 06:11:00,1
2019-12-29 06:16:00,2
2019-12-29 06:19:00,1
2019-12-29 06:21:00,1
2019-12-29 06:22:00,1
2019-12-29 06:24:00,1
2019-12-29 06:26:00,1
2019-12-29 06:27:00,1
2019-12-29 06:30:00,1
2019-12-29 06:32:00,1
2019-12-29 06:34:00,1
2019-12-29 06:39:00,1
2019-12-29 06:46:00,1
2019-12-29 06:47:00,2
2019-12-29 06:50:00,2
2019-12-29 06:58:00,2
2019-12-29 06:59:00,1
2019-12-29 07:06:00,1
2019-12-29 07:07:00,1
2019-12-29 07:08:00,2
