15,select top # * from [BB_appearances]
2019-11-24 13:25:00,1
2019-11-24 13:27:00,1
2019-11-24 13:28:00,1
2019-11-24 13:29:00,1
2019-11-24 13:30:00,1
2019-11-24 13:34:00,1
2019-11-24 13:35:00,1
2019-11-24 13:36:00,2
2019-11-24 13:37:00,1
2019-11-24 13:38:00,1
2019-11-24 13:39:00,1
2019-11-24 13:50:00,1
2019-11-24 13:55:00,1
2019-11-24 17:20:00,1
