131,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-11-24 00:23:00,1
2019-11-24 00:25:00,1
2019-11-24 00:46:00,1
2019-11-24 00:50:00,1
2019-11-24 01:16:00,1
2019-11-24 01:31:00,1
2019-11-24 01:50:00,1
2019-11-24 01:54:00,1
2019-11-24 01:58:00,1
2019-11-24 02:01:00,1
2019-11-24 02:14:00,1
2019-11-24 02:15:00,1
2019-11-24 02:55:00,1
2019-11-24 03:10:00,1
2019-11-24 03:38:00,1
2019-11-24 04:26:00,1
2019-11-24 04:43:00,1
2019-11-24 04:53:00,1
2019-11-24 05:08:00,1
2019-11-24 05:37:00,1
2019-11-24 05:39:00,1
2019-11-24 05:47:00,1
2019-11-24 06:00:00,1
2019-11-24 06:05:00,1
2019-11-24 06:21:00,1
2019-11-24 06:39:00,1
2019-11-24 07:15:00,1
2019-11-24 08:34:00,1
2019-11-24 08:52:00,1
2019-11-24 10:56:00,1
2019-11-24 13:12:00,1
2019-11-24 13:14:00,1
2019-11-24 13:40:00,3
2019-11-24 13:58:00,2
2019-11-24 13:59:00,1
2019-11-24 14:00:00,1
2019-11-24 14:03:00,1
2019-11-24 14:04:00,1
2019-11-24 14:06:00,2
2019-11-24 14:07:00,2
2019-11-24 14:08:00,1
2019-11-24 14:10:00,2
2019-11-24 14:11:00,1
2019-11-24 14:12:00,4
2019-11-24 14:13:00,2
2019-11-24 14:14:00,2
2019-11-24 14:15:00,1
2019-11-24 14:16:00,2
2019-11-24 14:17:00,3
2019-11-24 14:18:00,2
2019-11-24 14:20:00,2
2019-11-24 14:21:00,4
2019-11-24 14:22:00,2
2019-11-24 14:23:00,2
2019-11-24 14:24:00,4
2019-11-24 14:25:00,2
2019-11-24 14:26:00,2
2019-11-24 14:27:00,2
2019-11-24 14:28:00,2
2019-11-24 14:29:00,2
2019-11-24 14:32:00,2
2019-11-24 14:35:00,1
2019-11-24 14:36:00,2
2019-11-24 14:37:00,1
2019-11-24 14:38:00,1
2019-11-24 14:39:00,1
2019-11-24 14:40:00,2
2019-11-24 14:41:00,2
2019-11-24 14:42:00,2
2019-11-24 14:43:00,1
2019-11-24 14:44:00,1
2019-11-24 15:13:00,1
2019-11-24 15:14:00,1
2019-11-24 16:41:00,1
2019-11-24 16:55:00,1
2019-11-24 16:58:00,1
2019-11-24 17:07:00,2
2019-11-24 18:32:00,1
2019-11-24 19:07:00,1
2019-11-24 19:11:00,1
2019-11-24 20:23:00,1
2019-11-24 20:33:00,1
2019-11-24 20:38:00,1
2019-11-24 20:44:00,1
2019-11-24 20:54:00,1
2019-11-24 21:19:00,1
2019-11-24 21:28:00,1
2019-11-24 22:35:00,1
2019-11-24 22:38:00,1
2019-11-24 22:43:00,1
2019-11-24 22:49:00,1
2019-11-24 22:52:00,1
2019-11-24 22:56:00,1
2019-11-24 22:59:00,1
2019-11-24 23:24:00,1
2019-11-24 23:26:00,1
