78,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-24 00:45:00,1
2019-11-24 01:46:00,1
2019-11-24 02:28:00,1
2019-11-24 02:45:00,1
2019-11-24 03:45:00,1
2019-11-24 03:48:00,1
2019-11-24 04:17:00,1
2019-11-24 04:19:00,5
2019-11-24 04:20:00,7
2019-11-24 04:45:00,1
2019-11-24 05:45:00,1
2019-11-24 06:12:00,1
2019-11-24 06:45:00,1
2019-11-24 07:14:00,1
2019-11-24 07:22:00,1
2019-11-24 07:40:00,1
2019-11-24 07:45:00,1
2019-11-24 07:56:00,1
2019-11-24 08:08:00,1
2019-11-24 08:45:00,1
2019-11-24 08:54:00,1
2019-11-24 09:11:00,1
2019-11-24 09:38:00,1
2019-11-24 09:45:00,1
2019-11-24 09:52:00,1
2019-11-24 09:59:00,1
2019-11-24 10:18:00,9
2019-11-24 10:45:00,1
2019-11-24 11:19:00,1
2019-11-24 11:29:00,1
2019-11-24 11:45:00,1
2019-11-24 12:45:00,1
2019-11-24 12:58:00,1
2019-11-24 13:45:00,1
2019-11-24 14:22:00,9
2019-11-24 14:45:00,1
2019-11-24 15:45:00,1
2019-11-24 16:13:00,9
2019-11-24 16:28:00,1
2019-11-24 16:45:00,1
2019-11-24 17:45:00,1
2019-11-24 18:32:00,1
2019-11-24 18:33:00,1
2019-11-24 18:45:00,1
