2,"SELECT ID, rent, wkt=COORDS.ToString()     , dist=# --COORDS.STDistance(@price_center_Portland)  FROM optw.tamass.ASSETS WHERE PropertyType = &&&"
2019-11-30 13:47:00,1
2019-11-30 13:57:00,1
