19,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-11-30 01:37:00,1
2019-11-30 03:47:00,1
2019-11-30 04:59:00,1
2019-11-30 07:15:00,1
2019-11-30 08:32:00,1
2019-11-30 10:15:00,1
2019-11-30 10:44:00,1
2019-11-30 10:57:00,1
2019-11-30 11:29:00,1
2019-11-30 13:24:00,1
2019-11-30 16:21:00,1
2019-11-30 19:13:00,1
2019-11-30 19:20:00,1
2019-11-30 19:21:00,1
2019-11-30 20:05:00,1
2019-11-30 20:07:00,1
2019-11-30 20:47:00,1
2019-11-30 21:31:00,1
2019-11-30 22:19:00,1
