34,select * from fDocFunctionParams(&&&)
2019-11-30 00:39:00,1
2019-11-30 03:13:00,2
2019-11-30 03:42:00,1
2019-11-30 03:51:00,1
2019-11-30 04:43:00,1
2019-11-30 05:33:00,3
2019-11-30 06:31:00,1
2019-11-30 08:44:00,1
2019-11-30 09:12:00,1
2019-11-30 09:13:00,2
2019-11-30 09:25:00,2
2019-11-30 13:07:00,2
2019-11-30 14:53:00,2
2019-11-30 15:09:00,3
2019-11-30 17:56:00,2
2019-11-30 18:50:00,3
2019-11-30 19:35:00,2
2019-11-30 22:12:00,1
2019-11-30 22:18:00,1
2019-11-30 23:59:00,2
