11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-05-03 14:06:00,1
2019-05-03 14:13:00,1
2019-05-03 14:19:00,1
2019-05-03 14:26:00,1
2019-05-03 14:29:00,1
2019-05-03 14:32:00,1
2019-05-03 14:36:00,1
2019-05-03 14:41:00,1
2019-05-03 14:45:00,1
2019-05-03 14:49:00,1
2019-05-03 14:54:00,1
