278,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-11-16 00:03:00,2
2019-11-16 00:07:00,2
2019-11-16 00:12:00,2
2019-11-16 00:46:00,2
2019-11-16 00:50:00,2
2019-11-16 00:55:00,2
2019-11-16 00:59:00,2
2019-11-16 01:32:00,2
2019-11-16 01:36:00,2
2019-11-16 01:41:00,2
2019-11-16 01:45:00,2
2019-11-16 02:17:00,2
2019-11-16 02:22:00,2
2019-11-16 02:26:00,2
2019-11-16 02:31:00,2
2019-11-16 03:03:00,2
2019-11-16 03:07:00,2
2019-11-16 03:11:00,2
2019-11-16 03:16:00,2
2019-11-16 03:48:00,2
2019-11-16 03:52:00,2
2019-11-16 03:57:00,2
2019-11-16 04:02:00,2
2019-11-16 04:33:00,2
2019-11-16 04:38:00,2
2019-11-16 04:42:00,2
2019-11-16 04:46:00,2
2019-11-16 05:18:00,2
2019-11-16 05:22:00,2
2019-11-16 05:27:00,2
2019-11-16 05:31:00,2
2019-11-16 06:02:00,2
2019-11-16 06:04:00,2
2019-11-16 06:07:00,2
2019-11-16 06:09:00,2
2019-11-16 06:28:00,2
2019-11-16 06:32:00,2
2019-11-16 06:36:00,2
2019-11-16 06:41:00,2
2019-11-16 07:12:00,2
2019-11-16 07:16:00,2
2019-11-16 07:21:00,2
2019-11-16 07:26:00,2
2019-11-16 07:58:00,2
2019-11-16 08:03:00,2
2019-11-16 08:07:00,2
2019-11-16 08:13:00,2
2019-11-16 08:45:00,2
2019-11-16 08:50:00,2
2019-11-16 08:54:00,2
2019-11-16 09:00:00,2
2019-11-16 09:32:00,2
2019-11-16 09:37:00,2
2019-11-16 09:41:00,2
2019-11-16 09:47:00,2
2019-11-16 10:19:00,2
2019-11-16 10:24:00,2
2019-11-16 10:28:00,2
2019-11-16 10:34:00,2
2019-11-16 11:06:00,2
2019-11-16 11:11:00,2
2019-11-16 11:15:00,2
2019-11-16 11:20:00,2
2019-11-16 11:52:00,2
2019-11-16 11:56:00,2
2019-11-16 12:01:00,1
2019-11-16 12:02:00,1
2019-11-16 12:04:00,2
2019-11-16 12:05:00,2
2019-11-16 12:07:00,4
2019-11-16 12:09:00,2
2019-11-16 12:39:00,2
2019-11-16 12:44:00,2
2019-11-16 12:49:00,2
2019-11-16 12:55:00,2
2019-11-16 13:27:00,2
2019-11-16 13:31:00,2
2019-11-16 13:36:00,2
2019-11-16 13:42:00,2
2019-11-16 14:15:00,2
2019-11-16 14:19:00,2
2019-11-16 14:24:00,2
2019-11-16 14:30:00,2
2019-11-16 15:03:00,2
2019-11-16 15:07:00,2
2019-11-16 15:12:00,2
2019-11-16 15:18:00,2
2019-11-16 15:51:00,2
2019-11-16 15:55:00,2
2019-11-16 16:00:00,2
2019-11-16 16:06:00,2
2019-11-16 16:39:00,2
2019-11-16 16:43:00,2
2019-11-16 16:48:00,2
2019-11-16 16:54:00,2
2019-11-16 17:26:00,2
2019-11-16 17:30:00,2
2019-11-16 17:35:00,2
2019-11-16 17:41:00,2
2019-11-16 18:13:00,2
2019-11-16 18:18:00,2
2019-11-16 18:23:00,2
2019-11-16 18:29:00,2
2019-11-16 19:00:00,2
2019-11-16 19:03:00,2
2019-11-16 19:06:00,2
2019-11-16 19:10:00,2
2019-11-16 19:33:00,2
2019-11-16 19:37:00,2
2019-11-16 19:40:00,2
2019-11-16 19:44:00,2
2019-11-16 20:12:00,2
2019-11-16 20:14:00,2
2019-11-16 20:16:00,2
2019-11-16 20:19:00,2
2019-11-16 20:37:00,2
2019-11-16 20:41:00,2
2019-11-16 20:45:00,2
2019-11-16 20:49:00,2
2019-11-16 21:17:00,2
2019-11-16 21:19:00,2
2019-11-16 21:22:00,2
2019-11-16 21:25:00,2
2019-11-16 21:46:00,2
2019-11-16 21:50:00,2
2019-11-16 21:54:00,2
2019-11-16 21:58:00,2
2019-11-16 22:27:00,2
2019-11-16 22:29:00,2
2019-11-16 22:32:00,2
2019-11-16 22:35:00,2
2019-11-16 22:56:00,2
2019-11-16 23:01:00,2
2019-11-16 23:04:00,2
2019-11-16 23:08:00,2
2019-11-16 23:38:00,2
2019-11-16 23:42:00,2
2019-11-16 23:46:00,2
2019-11-16 23:50:00,2
