47,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-11-16 02:42:00,1
2019-11-16 03:17:00,4
2019-11-16 03:18:00,1
2019-11-16 03:22:00,1
2019-11-16 03:23:00,1
2019-11-16 04:02:00,2
2019-11-16 04:03:00,1
2019-11-16 04:04:00,1
2019-11-16 07:29:00,1
2019-11-16 07:32:00,1
2019-11-16 07:33:00,3
2019-11-16 07:34:00,1
2019-11-16 07:53:00,1
2019-11-16 08:08:00,1
2019-11-16 08:09:00,1
2019-11-16 09:31:00,1
2019-11-16 11:23:00,1
2019-11-16 11:51:00,1
2019-11-16 11:59:00,1
2019-11-16 14:15:00,1
2019-11-16 15:01:00,2
2019-11-16 15:02:00,7
2019-11-16 15:05:00,4
2019-11-16 15:06:00,2
2019-11-16 15:09:00,1
2019-11-16 15:43:00,2
2019-11-16 16:38:00,1
2019-11-16 19:11:00,1
2019-11-16 19:52:00,1
