289,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-05-28 08:38:00,1
2019-05-28 08:40:00,1
2019-05-28 08:44:00,1
2019-05-28 10:09:00,2
2019-05-28 10:17:00,1
2019-05-28 10:35:00,3
2019-05-28 10:45:00,9
2019-05-28 10:46:00,37
2019-05-28 10:47:00,38
2019-05-28 10:48:00,11
2019-05-28 11:13:00,1
2019-05-28 11:39:00,1
2019-05-28 11:40:00,7
2019-05-28 11:42:00,9
2019-05-28 11:43:00,2
2019-05-28 11:46:00,12
2019-05-28 16:16:00,2
2019-05-28 16:17:00,2
2019-05-28 16:18:00,2
2019-05-28 16:20:00,2
2019-05-28 16:26:00,2
2019-05-28 16:28:00,2
2019-05-28 16:32:00,2
2019-05-28 16:33:00,2
2019-05-28 16:34:00,2
2019-05-28 16:35:00,1
2019-05-28 16:36:00,1
2019-05-28 17:59:00,2
2019-05-28 18:01:00,2
2019-05-28 18:02:00,2
2019-05-28 18:03:00,1
2019-05-28 18:04:00,1
2019-05-28 18:12:00,2
2019-05-28 18:13:00,1
2019-05-28 18:14:00,2
2019-05-28 18:16:00,2
2019-05-28 18:25:00,4
2019-05-28 18:26:00,4
2019-05-28 18:32:00,2
2019-05-28 18:33:00,2
2019-05-28 18:34:00,2
2019-05-28 18:36:00,2
2019-05-28 18:45:00,2
2019-05-28 18:46:00,2
2019-05-28 18:47:00,2
2019-05-28 18:49:00,1
2019-05-28 18:57:00,2
2019-05-28 18:58:00,2
2019-05-28 18:59:00,2
2019-05-28 19:01:00,2
2019-05-28 19:14:00,2
2019-05-28 19:15:00,2
2019-05-28 19:16:00,2
2019-05-28 19:18:00,2
2019-05-28 19:26:00,2
2019-05-28 19:27:00,2
2019-05-28 19:28:00,2
2019-05-28 19:30:00,2
2019-05-28 19:37:00,2
2019-05-28 19:38:00,2
2019-05-28 19:39:00,2
2019-05-28 19:41:00,2
2019-05-28 19:47:00,2
2019-05-28 19:49:00,2
2019-05-28 19:50:00,2
2019-05-28 19:51:00,2
2019-05-28 19:59:00,2
2019-05-28 20:00:00,2
2019-05-28 20:01:00,2
2019-05-28 20:03:00,2
2019-05-28 20:12:00,1
2019-05-28 20:13:00,2
2019-05-28 20:14:00,2
2019-05-28 20:16:00,2
2019-05-28 20:43:00,2
2019-05-28 20:44:00,2
2019-05-28 20:45:00,2
2019-05-28 20:47:00,2
2019-05-28 20:56:00,2
2019-05-28 20:57:00,4
2019-05-28 20:58:00,2
2019-05-28 21:03:00,2
2019-05-28 21:04:00,2
2019-05-28 21:05:00,2
2019-05-28 21:07:00,2
2019-05-28 21:16:00,2
2019-05-28 21:17:00,2
2019-05-28 21:18:00,2
2019-05-28 21:20:00,2
2019-05-28 21:29:00,2
2019-05-28 21:30:00,2
2019-05-28 21:31:00,2
2019-05-28 21:33:00,2
