45,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-05-28 02:48:00,1
2019-05-28 02:51:00,1
2019-05-28 02:55:00,1
2019-05-28 03:34:00,1
2019-05-28 03:38:00,1
2019-05-28 03:42:00,1
2019-05-28 03:46:00,1
2019-05-28 03:47:00,1
2019-05-28 03:50:00,1
2019-05-28 03:51:00,1
2019-05-28 03:54:00,1
2019-05-28 03:56:00,1
2019-05-28 03:58:00,1
2019-05-28 04:00:00,1
2019-05-28 04:02:00,1
2019-05-28 04:05:00,1
2019-05-28 04:07:00,1
2019-05-28 04:09:00,1
2019-05-28 04:11:00,1
2019-05-28 04:14:00,1
2019-05-28 04:16:00,1
2019-05-28 04:18:00,1
2019-05-28 04:20:00,1
2019-05-28 04:23:00,1
2019-05-28 04:24:00,1
2019-05-28 04:26:00,1
2019-05-28 04:29:00,1
2019-05-28 04:31:00,1
2019-05-28 04:33:00,1
2019-05-28 04:35:00,1
2019-05-28 04:38:00,1
2019-05-28 04:42:00,1
2019-05-28 04:46:00,1
2019-05-28 04:50:00,1
2019-05-28 04:52:00,1
2019-05-28 04:58:00,1
2019-05-28 04:59:00,1
2019-05-28 05:01:00,1
2019-05-28 05:02:00,1
2019-05-28 05:09:00,1
2019-05-28 05:10:00,1
2019-05-28 05:11:00,1
2019-05-28 05:12:00,1
2019-05-28 05:19:00,1
2019-05-28 05:43:00,1
