6,select top # * from [GRG_#_Env]
2019-05-28 09:21:00,1
2019-05-28 09:24:00,1
2019-05-28 09:30:00,1
2019-05-28 09:36:00,1
2019-05-28 09:53:00,1
2019-05-28 09:59:00,1
