129,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-05-28 00:43:00,1
2019-05-28 00:45:00,1
2019-05-28 01:46:00,1
2019-05-28 02:45:00,1
2019-05-28 03:45:00,1
2019-05-28 04:45:00,1
2019-05-28 05:13:00,1
2019-05-28 05:14:00,1
2019-05-28 05:29:00,9
2019-05-28 05:45:00,1
2019-05-28 06:44:00,1
2019-05-28 06:53:00,5
2019-05-28 06:54:00,4
2019-05-28 06:58:00,9
2019-05-28 07:44:00,10
2019-05-28 08:45:00,1
2019-05-28 09:34:00,7
2019-05-28 09:35:00,2
2019-05-28 09:45:00,1
2019-05-28 10:46:00,1
2019-05-28 11:33:00,9
2019-05-28 11:45:00,1
2019-05-28 12:45:00,1
2019-05-28 13:10:00,1
2019-05-28 13:45:00,1
2019-05-28 13:49:00,5
2019-05-28 14:37:00,9
2019-05-28 14:45:00,1
2019-05-28 15:45:00,1
2019-05-28 15:52:00,9
2019-05-28 15:56:00,9
2019-05-28 16:45:00,1
2019-05-28 17:45:00,1
2019-05-28 17:53:00,1
2019-05-28 18:19:00,6
2019-05-28 18:20:00,3
2019-05-28 18:46:00,1
2019-05-28 19:45:00,1
2019-05-28 19:47:00,9
