5331,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-28 00:01:00,4
2019-05-28 00:02:00,3
2019-05-28 00:03:00,23
2019-05-28 00:06:00,6
2019-05-28 00:08:00,4
2019-05-28 00:11:00,4
2019-05-28 00:12:00,4
2019-05-28 00:13:00,22
2019-05-28 00:16:00,5
2019-05-28 00:17:00,2
2019-05-28 00:18:00,4
2019-05-28 00:21:00,2
2019-05-28 00:22:00,3
2019-05-28 00:23:00,21
2019-05-28 00:26:00,7
2019-05-28 00:28:00,4
2019-05-28 00:31:00,2
2019-05-28 00:32:00,3
2019-05-28 00:33:00,21
2019-05-28 00:36:00,6
2019-05-28 00:38:00,4
2019-05-28 00:41:00,2
2019-05-28 00:42:00,3
2019-05-28 00:43:00,21
2019-05-28 00:46:00,6
2019-05-28 00:48:00,4
2019-05-28 00:51:00,2
2019-05-28 00:52:00,3
2019-05-28 00:53:00,22
2019-05-28 00:56:00,5
2019-05-28 00:57:00,1
2019-05-28 00:58:00,4
2019-05-28 01:01:00,4
2019-05-28 01:02:00,3
2019-05-28 01:03:00,21
2019-05-28 01:06:00,6
2019-05-28 01:08:00,4
2019-05-28 01:11:00,2
2019-05-28 01:12:00,3
2019-05-28 01:13:00,21
2019-05-28 01:16:00,6
2019-05-28 01:18:00,4
2019-05-28 01:21:00,2
2019-05-28 01:22:00,3
2019-05-28 01:23:00,21
2019-05-28 01:26:00,5
2019-05-28 01:27:00,1
2019-05-28 01:28:00,4
2019-05-28 01:31:00,2
2019-05-28 01:32:00,3
2019-05-28 01:33:00,22
2019-05-28 01:36:00,5
2019-05-28 01:37:00,1
2019-05-28 01:38:00,4
2019-05-28 01:41:00,2
2019-05-28 01:42:00,3
2019-05-28 01:43:00,21
2019-05-28 01:46:00,5
2019-05-28 01:47:00,1
2019-05-28 01:48:00,4
2019-05-28 01:51:00,4
2019-05-28 01:52:00,3
2019-05-28 01:53:00,21
2019-05-28 01:56:00,5
2019-05-28 01:57:00,1
2019-05-28 01:58:00,4
2019-05-28 02:01:00,4
2019-05-28 02:02:00,3
2019-05-28 02:03:00,21
2019-05-28 02:06:00,5
2019-05-28 02:07:00,1
2019-05-28 02:08:00,4
2019-05-28 02:11:00,4
2019-05-28 02:12:00,3
2019-05-28 02:13:00,21
2019-05-28 02:16:00,5
2019-05-28 02:17:00,1
2019-05-28 02:18:00,4
2019-05-28 02:21:00,2
2019-05-28 02:22:00,3
2019-05-28 02:23:00,21
2019-05-28 02:26:00,5
2019-05-28 02:27:00,1
2019-05-28 02:28:00,4
2019-05-28 02:31:00,2
2019-05-28 02:32:00,3
2019-05-28 02:33:00,21
2019-05-28 02:36:00,5
2019-05-28 02:37:00,1
2019-05-28 02:38:00,4
2019-05-28 02:41:00,2
2019-05-28 02:42:00,3
2019-05-28 02:43:00,21
2019-05-28 02:46:00,5
2019-05-28 02:47:00,2
2019-05-28 02:48:00,4
2019-05-28 02:51:00,2
2019-05-28 02:52:00,3
2019-05-28 02:53:00,21
2019-05-28 02:56:00,5
2019-05-28 02:57:00,2
2019-05-28 02:58:00,4
2019-05-28 03:01:00,2
2019-05-28 03:02:00,4
2019-05-28 03:03:00,21
2019-05-28 03:06:00,5
2019-05-28 03:07:00,1
2019-05-28 03:08:00,4
2019-05-28 03:11:00,2
2019-05-28 03:12:00,3
2019-05-28 03:13:00,21
2019-05-28 03:16:00,5
2019-05-28 03:17:00,2
2019-05-28 03:18:00,4
2019-05-28 03:21:00,2
2019-05-28 03:22:00,3
2019-05-28 03:23:00,23
2019-05-28 03:26:00,5
2019-05-28 03:27:00,1
2019-05-28 03:28:00,4
2019-05-28 03:31:00,2
2019-05-28 03:32:00,3
2019-05-28 03:33:00,21
2019-05-28 03:36:00,5
2019-05-28 03:37:00,2
2019-05-28 03:38:00,4
2019-05-28 03:41:00,2
2019-05-28 03:42:00,3
2019-05-28 03:43:00,23
2019-05-28 03:46:00,5
2019-05-28 03:47:00,1
2019-05-28 03:48:00,4
2019-05-28 03:51:00,2
2019-05-28 03:52:00,4
2019-05-28 03:53:00,24
2019-05-28 03:56:00,5
2019-05-28 03:57:00,1
2019-05-28 03:58:00,4
2019-05-28 04:01:00,2
2019-05-28 04:02:00,4
2019-05-28 04:03:00,21
2019-05-28 04:06:00,5
2019-05-28 04:07:00,2
2019-05-28 04:08:00,4
2019-05-28 04:11:00,4
2019-05-28 04:12:00,3
2019-05-28 04:13:00,22
2019-05-28 04:16:00,5
2019-05-28 04:17:00,1
2019-05-28 04:18:00,4
2019-05-28 04:21:00,2
2019-05-28 04:22:00,3
2019-05-28 04:23:00,21
2019-05-28 04:26:00,5
2019-05-28 04:27:00,1
2019-05-28 04:28:00,4
2019-05-28 04:31:00,2
2019-05-28 04:32:00,3
2019-05-28 04:33:00,22
2019-05-28 04:36:00,5
2019-05-28 04:37:00,1
2019-05-28 04:38:00,4
2019-05-28 04:41:00,2
2019-05-28 04:42:00,3
2019-05-28 04:43:00,22
2019-05-28 04:46:00,5
2019-05-28 04:47:00,1
2019-05-28 04:48:00,4
2019-05-28 04:51:00,4
2019-05-28 04:52:00,3
2019-05-28 04:53:00,21
2019-05-28 04:56:00,5
2019-05-28 04:57:00,1
2019-05-28 04:58:00,4
2019-05-28 05:01:00,2
2019-05-28 05:02:00,3
2019-05-28 05:03:00,21
2019-05-28 05:06:00,5
2019-05-28 05:07:00,1
2019-05-28 05:08:00,4
2019-05-28 05:11:00,2
2019-05-28 05:12:00,4
2019-05-28 05:13:00,21
2019-05-28 05:16:00,5
2019-05-28 05:17:00,1
2019-05-28 05:18:00,4
2019-05-28 05:21:00,2
2019-05-28 05:22:00,3
2019-05-28 05:23:00,23
2019-05-28 05:26:00,3
2019-05-28 05:27:00,4
2019-05-28 05:28:00,4
2019-05-28 05:31:00,2
2019-05-28 05:32:00,3
2019-05-28 05:33:00,21
2019-05-28 05:36:00,5
2019-05-28 05:37:00,2
2019-05-28 05:38:00,4
2019-05-28 05:41:00,2
2019-05-28 05:42:00,3
2019-05-28 05:43:00,26
2019-05-28 05:46:00,5
2019-05-28 05:47:00,1
2019-05-28 05:48:00,4
2019-05-28 05:51:00,2
2019-05-28 05:52:00,3
2019-05-28 05:53:00,21
2019-05-28 05:56:00,3
2019-05-28 05:57:00,3
2019-05-28 05:58:00,4
2019-05-28 06:01:00,2
2019-05-28 06:02:00,3
2019-05-28 06:03:00,21
2019-05-28 06:06:00,4
2019-05-28 06:07:00,2
2019-05-28 06:08:00,4
2019-05-28 06:11:00,2
2019-05-28 06:12:00,3
2019-05-28 06:13:00,21
2019-05-28 06:16:00,4
2019-05-28 06:17:00,2
2019-05-28 06:18:00,4
2019-05-28 06:21:00,2
2019-05-28 06:22:00,3
2019-05-28 06:23:00,23
2019-05-28 06:26:00,4
2019-05-28 06:27:00,2
2019-05-28 06:28:00,4
2019-05-28 06:31:00,2
2019-05-28 06:32:00,3
2019-05-28 06:33:00,21
2019-05-28 06:36:00,4
2019-05-28 06:37:00,2
2019-05-28 06:38:00,4
2019-05-28 06:41:00,2
2019-05-28 06:42:00,3
2019-05-28 06:43:00,18
2019-05-28 06:44:00,3
2019-05-28 06:46:00,2
2019-05-28 06:47:00,4
2019-05-28 06:48:00,4
2019-05-28 06:51:00,2
2019-05-28 06:52:00,3
2019-05-28 06:53:00,17
2019-05-28 06:54:00,4
2019-05-28 06:56:00,2
2019-05-28 06:57:00,4
2019-05-28 06:58:00,4
2019-05-28 07:01:00,2
2019-05-28 07:02:00,3
2019-05-28 07:03:00,17
2019-05-28 07:04:00,5
2019-05-28 07:06:00,2
2019-05-28 07:07:00,4
2019-05-28 07:08:00,4
2019-05-28 07:11:00,2
2019-05-28 07:12:00,4
2019-05-28 07:13:00,17
2019-05-28 07:14:00,4
2019-05-28 07:16:00,2
2019-05-28 07:17:00,4
2019-05-28 07:18:00,4
2019-05-28 07:21:00,2
2019-05-28 07:22:00,3
2019-05-28 07:23:00,15
2019-05-28 07:24:00,6
2019-05-28 07:26:00,2
2019-05-28 07:27:00,4
2019-05-28 07:28:00,4
2019-05-28 07:31:00,2
2019-05-28 07:32:00,3
2019-05-28 07:33:00,16
2019-05-28 07:34:00,5
2019-05-28 07:36:00,2
2019-05-28 07:37:00,5
2019-05-28 07:38:00,4
2019-05-28 07:41:00,2
2019-05-28 07:42:00,3
2019-05-28 07:43:00,16
2019-05-28 07:44:00,5
2019-05-28 07:46:00,2
2019-05-28 07:47:00,4
2019-05-28 07:48:00,4
2019-05-28 07:51:00,2
2019-05-28 07:52:00,3
2019-05-28 07:53:00,16
2019-05-28 07:54:00,5
2019-05-28 07:56:00,2
2019-05-28 07:57:00,4
2019-05-28 07:58:00,4
2019-05-28 08:01:00,2
2019-05-28 08:02:00,3
2019-05-28 08:03:00,14
2019-05-28 08:04:00,7
2019-05-28 08:06:00,2
2019-05-28 08:07:00,4
2019-05-28 08:08:00,4
2019-05-28 08:11:00,2
2019-05-28 08:12:00,3
2019-05-28 08:13:00,14
2019-05-28 08:14:00,7
2019-05-28 08:16:00,2
2019-05-28 08:17:00,4
2019-05-28 08:18:00,4
2019-05-28 08:21:00,2
2019-05-28 08:22:00,3
2019-05-28 08:23:00,14
2019-05-28 08:24:00,7
2019-05-28 08:26:00,2
2019-05-28 08:27:00,4
2019-05-28 08:28:00,4
2019-05-28 08:31:00,4
2019-05-28 08:32:00,3
2019-05-28 08:33:00,15
2019-05-28 08:34:00,7
2019-05-28 08:36:00,2
2019-05-28 08:37:00,4
2019-05-28 08:38:00,5
2019-05-28 08:41:00,2
2019-05-28 08:42:00,3
2019-05-28 08:43:00,14
2019-05-28 08:44:00,7
2019-05-28 08:46:00,2
2019-05-28 08:47:00,5
2019-05-28 08:48:00,4
2019-05-28 08:51:00,2
2019-05-28 08:52:00,3
2019-05-28 08:53:00,14
2019-05-28 08:54:00,7
2019-05-28 08:56:00,2
2019-05-28 08:57:00,4
2019-05-28 08:58:00,4
2019-05-28 09:01:00,4
2019-05-28 09:02:00,3
2019-05-28 09:03:00,14
2019-05-28 09:04:00,7
2019-05-28 09:06:00,2
2019-05-28 09:07:00,4
2019-05-28 09:08:00,4
2019-05-28 09:11:00,2
2019-05-28 09:12:00,3
2019-05-28 09:13:00,14
2019-05-28 09:14:00,7
2019-05-28 09:16:00,2
2019-05-28 09:17:00,4
2019-05-28 09:18:00,4
2019-05-28 09:21:00,2
2019-05-28 09:22:00,3
2019-05-28 09:23:00,14
2019-05-28 09:24:00,7
2019-05-28 09:26:00,2
2019-05-28 09:27:00,4
2019-05-28 09:28:00,4
2019-05-28 09:31:00,2
2019-05-28 09:32:00,3
2019-05-28 09:33:00,14
2019-05-28 09:34:00,7
2019-05-28 09:36:00,2
2019-05-28 09:37:00,5
2019-05-28 09:38:00,4
2019-05-28 09:41:00,2
2019-05-28 09:42:00,3
2019-05-28 09:43:00,14
2019-05-28 09:44:00,7
2019-05-28 09:46:00,2
2019-05-28 09:47:00,4
2019-05-28 09:48:00,4
2019-05-28 09:51:00,2
2019-05-28 09:52:00,3
2019-05-28 09:53:00,14
2019-05-28 09:54:00,7
2019-05-28 09:56:00,2
2019-05-28 09:57:00,4
2019-05-28 09:58:00,4
2019-05-28 10:01:00,2
2019-05-28 10:02:00,3
2019-05-28 10:03:00,14
2019-05-28 10:04:00,7
2019-05-28 10:06:00,2
2019-05-28 10:07:00,4
2019-05-28 10:08:00,4
2019-05-28 10:11:00,2
2019-05-28 10:12:00,3
2019-05-28 10:13:00,14
2019-05-28 10:14:00,7
2019-05-28 10:16:00,2
2019-05-28 10:17:00,4
2019-05-28 10:18:00,4
2019-05-28 10:21:00,2
2019-05-28 10:22:00,4
2019-05-28 10:23:00,14
2019-05-28 10:24:00,7
2019-05-28 10:26:00,2
2019-05-28 10:27:00,4
2019-05-28 10:28:00,4
2019-05-28 10:31:00,2
2019-05-28 10:32:00,4
2019-05-28 10:33:00,14
2019-05-28 10:34:00,7
2019-05-28 10:36:00,2
2019-05-28 10:37:00,5
2019-05-28 10:38:00,4
2019-05-28 10:41:00,2
2019-05-28 10:42:00,3
2019-05-28 10:43:00,14
2019-05-28 10:44:00,7
2019-05-28 10:46:00,2
2019-05-28 10:47:00,4
2019-05-28 10:48:00,4
2019-05-28 10:51:00,2
2019-05-28 10:52:00,3
2019-05-28 10:53:00,14
2019-05-28 10:54:00,7
2019-05-28 10:56:00,2
2019-05-28 10:57:00,4
2019-05-28 10:58:00,4
