484,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-06-02 17:20:00,1
2019-06-02 17:21:00,1
2019-06-02 17:45:00,2
2019-06-02 17:46:00,4
2019-06-02 17:47:00,4
2019-06-02 17:48:00,4
2019-06-02 17:49:00,4
2019-06-02 17:50:00,4
2019-06-02 17:51:00,4
2019-06-02 17:52:00,4
2019-06-02 17:53:00,4
2019-06-02 17:54:00,4
2019-06-02 17:55:00,4
2019-06-02 17:56:00,4
2019-06-02 17:57:00,5
2019-06-02 17:58:00,4
2019-06-02 17:59:00,4
2019-06-02 18:00:00,4
2019-06-02 18:01:00,4
2019-06-02 18:02:00,4
2019-06-02 18:03:00,4
2019-06-02 18:04:00,4
2019-06-02 18:05:00,3
2019-06-02 18:06:00,4
2019-06-02 18:07:00,4
2019-06-02 18:08:00,4
2019-06-02 18:09:00,4
2019-06-02 18:10:00,4
2019-06-02 18:11:00,5
2019-06-02 18:12:00,4
2019-06-02 18:13:00,4
2019-06-02 18:14:00,4
2019-06-02 18:15:00,4
2019-06-02 18:16:00,3
2019-06-02 18:17:00,3
2019-06-02 18:18:00,3
2019-06-02 18:19:00,3
2019-06-02 18:20:00,4
2019-06-02 18:21:00,3
2019-06-02 18:22:00,4
2019-06-02 18:23:00,3
2019-06-02 18:24:00,4
2019-06-02 18:25:00,3
2019-06-02 18:26:00,4
2019-06-02 18:27:00,3
2019-06-02 18:28:00,4
2019-06-02 18:29:00,4
2019-06-02 18:30:00,3
2019-06-02 18:31:00,3
2019-06-02 18:32:00,3
2019-06-02 18:33:00,4
2019-06-02 18:34:00,3
2019-06-02 18:35:00,4
2019-06-02 18:36:00,3
2019-06-02 18:37:00,4
2019-06-02 18:38:00,3
2019-06-02 18:39:00,4
2019-06-02 18:40:00,4
2019-06-02 18:41:00,3
2019-06-02 18:42:00,3
2019-06-02 18:43:00,3
2019-06-02 18:44:00,4
2019-06-02 18:45:00,3
2019-06-02 18:46:00,4
2019-06-02 18:47:00,3
2019-06-02 18:48:00,4
2019-06-02 18:49:00,3
2019-06-02 18:50:00,2
2019-06-02 19:14:00,2
2019-06-02 20:10:00,1
2019-06-02 20:11:00,4
2019-06-02 20:12:00,4
2019-06-02 20:13:00,4
2019-06-02 20:14:00,4
2019-06-02 20:15:00,4
2019-06-02 20:16:00,4
2019-06-02 20:17:00,4
2019-06-02 20:18:00,4
2019-06-02 20:19:00,4
2019-06-02 20:20:00,4
2019-06-02 20:21:00,4
2019-06-02 20:22:00,5
2019-06-02 20:23:00,3
2019-06-02 20:24:00,4
2019-06-02 20:25:00,3
2019-06-02 20:26:00,3
2019-06-02 20:27:00,3
2019-06-02 20:28:00,3
2019-06-02 20:29:00,3
2019-06-02 20:30:00,4
2019-06-02 20:31:00,3
2019-06-02 20:32:00,4
2019-06-02 20:33:00,3
2019-06-02 20:34:00,4
2019-06-02 20:35:00,3
2019-06-02 20:36:00,4
2019-06-02 20:37:00,4
2019-06-02 20:38:00,3
2019-06-02 20:39:00,4
2019-06-02 20:40:00,2
2019-06-02 20:41:00,4
2019-06-02 20:42:00,4
2019-06-02 20:43:00,5
2019-06-02 20:44:00,4
2019-06-02 20:45:00,4
2019-06-02 20:46:00,4
2019-06-02 20:47:00,4
2019-06-02 20:48:00,4
2019-06-02 20:49:00,3
2019-06-02 20:50:00,3
2019-06-02 20:51:00,4
2019-06-02 20:52:00,3
2019-06-02 20:53:00,4
2019-06-02 20:54:00,4
2019-06-02 20:55:00,5
2019-06-02 20:56:00,4
2019-06-02 20:57:00,4
2019-06-02 20:58:00,4
2019-06-02 20:59:00,4
2019-06-02 21:00:00,4
2019-06-02 21:01:00,5
2019-06-02 21:02:00,3
2019-06-02 21:03:00,4
2019-06-02 21:04:00,5
2019-06-02 21:05:00,4
2019-06-02 21:06:00,4
2019-06-02 21:07:00,5
2019-06-02 21:08:00,4
2019-06-02 21:09:00,4
2019-06-02 21:10:00,4
2019-06-02 21:11:00,4
2019-06-02 21:12:00,4
