93,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-02 00:46:00,2
2019-06-02 01:45:00,1
2019-06-02 01:46:00,7
2019-06-02 01:51:00,7
2019-06-02 02:46:00,1
2019-06-02 02:56:00,1
2019-06-02 03:34:00,9
2019-06-02 03:45:00,1
2019-06-02 03:57:00,1
2019-06-02 04:46:00,1
2019-06-02 05:43:00,7
2019-06-02 05:44:00,14
2019-06-02 05:45:00,1
2019-06-02 05:54:00,7
2019-06-02 06:02:00,7
2019-06-02 06:23:00,6
2019-06-02 06:24:00,1
2019-06-02 06:34:00,5
2019-06-02 06:35:00,2
2019-06-02 16:38:00,1
2019-06-02 16:39:00,2
2019-06-02 17:52:00,1
2019-06-02 17:53:00,2
2019-06-02 17:56:00,3
2019-06-02 18:14:00,3
