40,select * from Frame where fieldId=#
2019-06-02 00:07:00,1
2019-06-02 01:06:00,1
2019-06-02 01:26:00,1
2019-06-02 01:29:00,1
2019-06-02 01:33:00,1
2019-06-02 02:32:00,1
2019-06-02 03:30:00,1
2019-06-02 03:38:00,1
2019-06-02 03:49:00,1
2019-06-02 07:40:00,1
2019-06-02 09:17:00,1
2019-06-02 09:28:00,1
2019-06-02 09:57:00,1
2019-06-02 10:03:00,1
2019-06-02 10:38:00,2
2019-06-02 10:47:00,1
2019-06-02 12:06:00,1
2019-06-02 12:13:00,1
2019-06-02 13:22:00,1
2019-06-02 14:35:00,1
2019-06-02 15:14:00,2
2019-06-02 15:34:00,1
2019-06-02 16:46:00,1
2019-06-02 17:41:00,1
2019-06-02 17:42:00,1
2019-06-02 18:01:00,1
2019-06-02 18:31:00,1
2019-06-02 20:15:00,1
2019-06-02 20:38:00,1
2019-06-02 21:22:00,1
2019-06-02 21:38:00,1
2019-06-02 21:45:00,1
2019-06-02 21:49:00,1
2019-06-02 21:51:00,1
2019-06-02 22:07:00,1
2019-06-02 22:18:00,1
2019-06-02 22:21:00,1
2019-06-02 23:21:00,1
