45,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-02 05:36:00,1
2019-06-02 06:21:00,3
2019-06-02 06:22:00,3
2019-06-02 06:23:00,12
2019-06-02 06:37:00,1
2019-06-02 10:32:00,1
2019-06-02 10:33:00,1
2019-06-02 10:55:00,1
2019-06-02 11:34:00,4
2019-06-02 11:35:00,1
2019-06-02 11:36:00,4
2019-06-02 11:38:00,1
2019-06-02 11:41:00,2
2019-06-02 11:44:00,3
2019-06-02 11:45:00,1
2019-06-02 11:46:00,1
2019-06-02 11:47:00,1
2019-06-02 12:17:00,1
2019-06-02 13:20:00,1
2019-06-02 13:21:00,1
2019-06-02 15:34:00,1
