213,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-02 03:15:00,1
2019-06-02 04:42:00,2
2019-06-02 04:44:00,1
2019-06-02 04:47:00,1
2019-06-02 04:48:00,2
2019-06-02 04:50:00,1
2019-06-02 04:58:00,6
2019-06-02 05:01:00,3
2019-06-02 05:15:00,1
2019-06-02 06:33:00,4
2019-06-02 06:34:00,4
2019-06-02 08:27:00,1
2019-06-02 08:35:00,4
2019-06-02 10:09:00,1
2019-06-02 10:12:00,2
2019-06-02 10:51:00,1
2019-06-02 11:37:00,1
2019-06-02 11:38:00,7
2019-06-02 13:01:00,5
2019-06-02 13:03:00,3
2019-06-02 13:04:00,3
2019-06-02 13:05:00,6
2019-06-02 13:06:00,2
2019-06-02 13:07:00,10
2019-06-02 13:11:00,1
2019-06-02 13:13:00,2
2019-06-02 13:15:00,1
2019-06-02 13:40:00,1
2019-06-02 13:42:00,3
2019-06-02 13:52:00,1
2019-06-02 13:55:00,1
2019-06-02 14:04:00,1
2019-06-02 14:07:00,4
2019-06-02 14:14:00,1
2019-06-02 14:17:00,3
2019-06-02 14:34:00,2
2019-06-02 14:35:00,14
2019-06-02 14:36:00,9
2019-06-02 14:37:00,12
2019-06-02 14:38:00,10
2019-06-02 14:41:00,2
2019-06-02 14:42:00,2
2019-06-02 14:51:00,14
2019-06-02 14:52:00,15
2019-06-02 14:53:00,16
2019-06-02 14:54:00,13
2019-06-02 14:57:00,2
2019-06-02 15:00:00,1
2019-06-02 16:11:00,1
2019-06-02 16:34:00,1
2019-06-02 16:37:00,2
2019-06-02 18:01:00,1
2019-06-02 18:07:00,1
2019-06-02 18:08:00,1
2019-06-02 18:20:00,1
2019-06-02 18:24:00,1
2019-06-02 19:13:00,1
