2,"select top # p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z, p.run, p.rerun, p.camcol, p.field, s.specobjid, s.class, s.z as redshift, s.plate, s.mjd, s.fiberid from PhotoObj as p join SpecObj as s on s.bestobjid = p.objid where p.u between # and #  and g between # and # and p.objid between # and #"
2019-06-02 13:22:00,1
2019-06-02 13:23:00,1
