3,"SELECT TOP # p.objId,p.absmagU,p.absmagG,p.absmagR, g.u, g.g, g.r FROM photoZ as p JOIN GALAXY AS g ON g.objID=p.objID WHERE (htmid*# & #) < (#*#)"
2019-04-17 15:13:00,1
2019-04-17 15:14:00,1
2019-04-17 16:23:00,1
