219,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-17 00:45:00,1
2019-04-17 01:46:00,1
2019-04-17 02:45:00,1
2019-04-17 03:40:00,1
2019-04-17 03:45:00,1
2019-04-17 04:45:00,1
2019-04-17 05:25:00,18
2019-04-17 05:27:00,9
2019-04-17 05:29:00,9
2019-04-17 05:30:00,9
2019-04-17 05:31:00,9
2019-04-17 05:45:00,1
2019-04-17 06:16:00,9
2019-04-17 06:45:00,1
2019-04-17 07:44:00,1
2019-04-17 08:00:00,9
2019-04-17 08:04:00,1
2019-04-17 08:45:00,1
2019-04-17 09:38:00,1
2019-04-17 09:58:00,1
2019-04-17 10:46:00,1
2019-04-17 11:40:00,9
2019-04-17 11:43:00,9
2019-04-17 11:44:00,1
2019-04-17 11:54:00,9
2019-04-17 12:45:00,1
2019-04-17 13:06:00,1
2019-04-17 13:45:00,1
2019-04-17 13:47:00,9
2019-04-17 14:00:00,7
2019-04-17 14:25:00,7
2019-04-17 14:45:00,1
2019-04-17 14:52:00,9
2019-04-17 15:12:00,14
2019-04-17 15:13:00,2
2019-04-17 15:28:00,1
2019-04-17 15:32:00,1
2019-04-17 15:40:00,3
2019-04-17 15:41:00,11
2019-04-17 15:45:00,1
2019-04-17 15:49:00,1
2019-04-17 16:29:00,9
2019-04-17 16:33:00,9
2019-04-17 16:45:00,1
2019-04-17 16:59:00,4
2019-04-17 17:02:00,9
2019-04-17 17:45:00,1
2019-04-17 18:45:00,1
2019-04-17 19:45:00,1
