2043,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-04-17 05:39:00,1
2019-04-17 05:43:00,1
2019-04-17 09:52:00,3
2019-04-17 09:54:00,3
2019-04-17 13:41:00,3
2019-04-17 13:54:00,3
2019-04-17 15:53:00,1
2019-04-17 21:08:00,1
2019-04-17 21:12:00,1
2019-04-17 22:47:00,1
2019-04-17 22:48:00,15
2019-04-17 22:57:00,240
2019-04-17 22:58:00,118
2019-04-17 23:25:00,195
2019-04-17 23:26:00,130
2019-04-17 23:32:00,13
2019-04-17 23:33:00,297
2019-04-17 23:34:00,48
2019-04-17 23:35:00,2
2019-04-17 23:36:00,1
2019-04-17 23:37:00,2
2019-04-17 23:41:00,1
2019-04-17 23:42:00,1
2019-04-17 23:50:00,1
2019-04-17 23:56:00,272
2019-04-17 23:57:00,286
2019-04-17 23:58:00,160
2019-04-17 23:59:00,243
