109,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-17 11:44:00,1
2019-04-17 11:45:00,1
2019-04-17 14:20:00,2
2019-04-17 14:26:00,2
2019-04-17 14:31:00,1
2019-04-17 14:33:00,1
2019-04-17 14:43:00,2
2019-04-17 14:57:00,2
2019-04-17 15:09:00,2
2019-04-17 15:27:00,2
2019-04-17 15:33:00,2
2019-04-17 15:43:00,1
2019-04-17 15:44:00,3
2019-04-17 15:45:00,1
2019-04-17 15:46:00,1
2019-04-17 16:19:00,2
2019-04-17 16:26:00,1
2019-04-17 16:31:00,2
2019-04-17 16:41:00,2
2019-04-17 16:51:00,1
2019-04-17 16:56:00,1
2019-04-17 17:01:00,2
2019-04-17 17:07:00,5
2019-04-17 17:12:00,1
2019-04-17 17:16:00,1
2019-04-17 17:20:00,1
2019-04-17 17:24:00,1
2019-04-17 17:30:00,1
2019-04-17 17:39:00,5
2019-04-17 17:46:00,1
2019-04-17 17:48:00,1
2019-04-17 17:56:00,1
2019-04-17 18:02:00,1
2019-04-17 18:27:00,3
2019-04-17 18:34:00,2
2019-04-17 18:40:00,1
2019-04-17 18:49:00,1
2019-04-17 19:12:00,1
2019-04-17 19:15:00,1
2019-04-17 19:21:00,1
2019-04-17 19:28:00,1
2019-04-17 19:30:00,1
2019-04-17 19:40:00,1
2019-04-17 19:45:00,1
2019-04-17 19:55:00,1
2019-04-17 20:32:00,1
2019-04-17 20:37:00,1
2019-04-17 20:43:00,1
2019-04-17 20:48:00,2
2019-04-17 20:55:00,1
2019-04-17 20:57:00,1
2019-04-17 21:03:00,2
2019-04-17 21:05:00,1
2019-04-17 21:19:00,1
2019-04-17 21:35:00,1
2019-04-17 21:41:00,1
2019-04-17 21:47:00,7
2019-04-17 21:49:00,1
2019-04-17 22:21:00,1
2019-04-17 22:28:00,7
2019-04-17 22:35:00,1
2019-04-17 22:41:00,3
2019-04-17 22:48:00,2
2019-04-17 22:55:00,1
2019-04-17 22:58:00,1
2019-04-17 23:03:00,2
2019-04-17 23:50:00,1
