930,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-17 02:31:00,1
2019-04-17 02:52:00,1
2019-04-17 02:54:00,1
2019-04-17 02:57:00,1
2019-04-17 03:06:00,1
2019-04-17 03:11:00,1
2019-04-17 08:44:00,3
2019-04-17 08:46:00,4
2019-04-17 08:47:00,3
2019-04-17 08:52:00,1
2019-04-17 08:56:00,1
2019-04-17 08:57:00,5
2019-04-17 08:58:00,3
2019-04-17 09:01:00,1
2019-04-17 09:05:00,1
2019-04-17 09:06:00,1
2019-04-17 09:08:00,1
2019-04-17 09:43:00,5
2019-04-17 09:44:00,3
2019-04-17 09:45:00,2
2019-04-17 09:46:00,1
2019-04-17 09:47:00,3
2019-04-17 10:01:00,2
2019-04-17 10:02:00,2
2019-04-17 10:03:00,5
2019-04-17 10:04:00,6
2019-04-17 10:05:00,10
2019-04-17 10:06:00,3
2019-04-17 10:07:00,5
2019-04-17 10:08:00,7
2019-04-17 10:09:00,7
2019-04-17 10:10:00,4
2019-04-17 10:11:00,2
2019-04-17 10:13:00,1
2019-04-17 10:14:00,2
2019-04-17 10:15:00,3
2019-04-17 10:17:00,4
2019-04-17 10:18:00,4
2019-04-17 10:19:00,7
2019-04-17 10:20:00,2
2019-04-17 10:21:00,6
2019-04-17 11:45:00,1
2019-04-17 11:50:00,1
2019-04-17 12:41:00,8
2019-04-17 12:42:00,8
2019-04-17 12:43:00,11
2019-04-17 12:44:00,13
2019-04-17 12:45:00,6
2019-04-17 12:46:00,6
2019-04-17 12:47:00,3
2019-04-17 12:48:00,7
2019-04-17 12:49:00,33
2019-04-17 12:50:00,37
2019-04-17 12:51:00,45
2019-04-17 12:52:00,41
2019-04-17 12:53:00,21
2019-04-17 12:54:00,4
2019-04-17 12:55:00,36
2019-04-17 12:56:00,11
2019-04-17 12:57:00,4
2019-04-17 15:37:00,1
2019-04-17 23:25:00,36
2019-04-17 23:26:00,174
2019-04-17 23:27:00,206
2019-04-17 23:28:00,91
