30,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-15 09:30:00,1
2019-04-15 09:31:00,5
2019-04-15 09:32:00,2
2019-04-15 12:19:00,1
2019-04-15 12:26:00,1
2019-04-15 13:09:00,1
2019-04-15 13:10:00,1
2019-04-15 13:11:00,1
2019-04-15 13:14:00,1
2019-04-15 13:15:00,2
2019-04-15 13:59:00,10
2019-04-15 14:04:00,1
2019-04-15 15:21:00,1
2019-04-15 15:23:00,1
2019-04-15 15:25:00,1
