25,select * from galSpecLine where specObjId=#
2019-04-15 01:14:00,1
2019-04-15 01:21:00,1
2019-04-15 02:36:00,1
2019-04-15 04:01:00,1
2019-04-15 05:12:00,1
2019-04-15 05:29:00,1
2019-04-15 07:29:00,1
2019-04-15 08:26:00,1
2019-04-15 08:41:00,1
2019-04-15 08:50:00,1
2019-04-15 10:05:00,1
2019-04-15 10:34:00,3
2019-04-15 12:06:00,1
2019-04-15 14:10:00,1
2019-04-15 15:15:00,1
2019-04-15 18:07:00,1
2019-04-15 19:57:00,1
2019-04-15 20:36:00,1
2019-04-15 21:57:00,1
2019-04-15 22:14:00,1
2019-04-15 22:25:00,1
2019-04-15 22:26:00,1
2019-04-15 22:48:00,1
