53,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-15 09:36:00,1
2019-04-15 10:13:00,8
2019-04-15 10:36:00,8
2019-04-15 12:19:00,1
2019-04-15 12:26:00,2
2019-04-15 12:33:00,1
2019-04-15 12:40:00,1
2019-04-15 12:52:00,1
2019-04-15 13:08:00,1
2019-04-15 13:09:00,2
2019-04-15 13:10:00,1
2019-04-15 13:11:00,1
2019-04-15 13:14:00,1
2019-04-15 13:15:00,2
2019-04-15 13:21:00,2
2019-04-15 13:22:00,6
2019-04-15 14:00:00,2
2019-04-15 14:01:00,8
2019-04-15 14:05:00,1
2019-04-15 15:21:00,1
2019-04-15 15:23:00,1
2019-04-15 15:26:00,1
